Energy,CO,NO2,PM10,PM25,SO2,O3,Temperatura (C),Prędkość wiatru (km/h),Zachmurzenie (%),Ciśnienie (hPa),Opady (mm),Śnieg (cm)
0.01,0.61,23.4,54.35,54.9,4.3,11.3,1.1,11.9,100.0,1020.1,0.0,0.0
0.16,0.73,23.85,48.55,48.7,3.0,6.5,1.3,12.2,100.0,1020.9,0.0,0.0
0.11,0.67,20.7,43.75,48.4,2.6,10.6,1.3,10.4,100.0,1022.0,0.0,0.0
0.07,0.61,23.25,40.650000000000006,43.4,3.0,14.2,1.3,10.8,100.0,1022.3,0.0,0.0
0.03,0.71,24.85,43.45,46.2,2.2,16.2,1.3,9.7,100.0,1024.2,0.0,0.0
0.0,0.68,21.8,41.55,48.1,2.3,21.7,1.0,11.5,100.0,1025.0,0.0,0.0
0.0,0.61,23.05,44.5,52.9,2.5,19.9,0.7,11.2,100.0,1025.6,0.0,0.0
0.0,0.65,32.3,48.650000000000006,57.1,2.9,12.8,0.5,9.4,100.0,1027.4,0.0,0.0
0.0,0.69,29.35,57.7,67.0,3.2,10.1,0.4,7.9,100.0,1028.0,0.0,0.0
0.0,0.63,25.950000000000003,48.65,58.9,2.9,10.5,0.3,6.8,100.0,1027.9,0.0,0.0
0.0,0.66,25.4,57.65,61.7,3.6,11.1,0.4,9.0,100.0,1029.7,0.0,0.0
0.0,0.66,25.95,59.650000000000006,63.4,3.3,7.9,0.4,9.7,100.0,1030.3,0.0,0.0
0.0,0.6,20.2,54.400000000000006,61.5,2.6,11.9,0.4,10.4,100.0,1030.5,0.1,0.0
0.0,0.62,21.35,54.2,62.9,1.8,7.6,0.3,9.4,100.0,1031.4,0.0,0.0
0.0,0.65,22.1,58.85,66.7,1.8,3.9,0.7,8.6,100.0,1032.3,0.0,0.0
0.0,0.57,18.200000000000003,55.4,58.3,1.7,6.7,0.8,9.7,100.0,1033.0,0.0,0.0
0.0,0.52,15.65,51.0,56.1,1.5,10.0,0.7,9.4,100.0,1033.8,0.0,0.0
0.0,0.41,11.4,46.1,49.3,1.2,17.4,0.6,8.6,100.0,1034.0,0.0,0.0
0.0,0.39,10.95,43.8,51.1,1.1,19.9,0.5,9.0,100.0,1034.3,0.0,0.0
0.0,0.39,15.65,45.6,49.6,0.8,15.7,0.3,7.6,100.0,1035.0,0.0,0.0
0.0,0.38,18.25,40.2,46.4,0.7,14.8,0.4,7.6,100.0,1035.8,0.0,0.0
0.0,0.36,14.95,35.9,41.2,0.9,19.0,0.4,7.6,100.0,1036.7,0.0,0.0
0.05,0.34,11.5,32.25,37.8,0.9,23.2,0.4,6.1,100.0,1037.5,0.0,0.0
0.42,0.35,11.3,38.3,41.6,0.9,22.8,0.6,9.0,100.0,1037.8,0.0,0.0
0.75,0.33,10.0,37.1,39.4,1.0,23.2,0.8,9.7,100.0,1037.3,0.0,0.0
2.07000000001,0.34,13.55,34.95,38.8,1.3,23.6,0.9,10.8,100.0,1037.5,0.0,0.0
2.72999999999,0.36,10.65,32.45,38.7,1.2,28.2,1.2,9.7,100.0,1036.9,0.0,0.0
1.9,0.44,14.05,32.75,38.5,1.5,36.5,1.5,7.9,100.0,1037.3,0.0,0.0
0.56,0.47,15.05,28.5,35.2,0.9,41.5,1.3,6.8,100.0,1038.5,0.0,0.0
0.1,0.51,18.0,27.75,35.2,1.1,44.2,1.2,10.1,100.0,1039.1,0.0,0.0
0.0,0.52,21.1,35.8,38.3,1.8,35.7,0.9,7.9,100.0,1038.9,0.0,0.0
0.0,0.52,31.3,41.25,43.5,1.2,11.7,0.7,6.5,100.0,1039.6,0.0,0.0
0.0,0.79,39.05,64.2,69.6,1.9,3.2,0.5,7.2,100.0,1039.6,0.0,0.0
0.0,1.31,40.3,104.75,113.3,3.0,4.6,0.3,7.9,100.0,1039.5,0.0,0.0
0.0,1.36,39.9,105.75,109.8,3.2,3.8,0.0,8.3,100.0,1039.9,0.0,0.0
0.0,1.55,35.95,118.6,125.9,3.1,4.2,-0.3,6.8,100.0,1039.9,0.0,0.0
0.0,1.62,31.05,202.4,185.1,2.1,5.0,-0.4,7.2,100.0,1039.7,0.0,0.0
0.0,1.47,30.9,197.6,183.5,2.7,5.7,-0.6,7.2,100.0,1040.0,0.0,0.0
0.0,1.4,30.65,159.6,149.6,3.3,4.4,-1.2,7.9,100.0,1040.4,0.0,0.0
0.0,1.04,29.55,107.95,99.2,3.1,3.8,-1.1,7.6,100.0,1040.4,0.0,0.0
0.0,0.92,27.35,84.55,88.5,2.3,4.5,-1.3,7.2,97.0,1040.7,0.0,0.0
0.0,0.86,21.450000000000003,74.55,86.0,1.9,8.6,-2.0,7.6,98.0,1040.9,0.0,0.0
0.0,0.74,19.55,75.25,73.1,1.2,7.9,-2.0,6.5,97.0,1040.9,0.0,0.0
0.0,0.77,22.1,65.0,69.3,0.9,6.2,-1.9,5.0,94.0,1041.4,0.0,0.0
0.0,0.82,23.35,61.5,66.8,0.6,8.0,-2.3,5.4,99.0,1041.6,0.0,0.0
0.01,0.81,25.05,56.6,65.0,0.5,7.4,-2.5,5.4,96.0,1041.7,0.0,0.0
0.32,0.9,27.4,61.9,69.2,0.9,6.1,-1.9,4.7,96.0,1041.9,0.0,0.0
0.82,0.73,22.15,56.9,58.7,1.9,8.2,-1.3,4.3,89.0,1042.0,0.0,0.0
1.28000000001,0.56,18.1,46.15,52.9,1.8,21.6,-0.8,3.2,34.0,1041.6,0.0,0.0
1.37999999999,0.44,17.05,40.25,42.7,1.7,29.0,-0.4,1.8,36.0,1041.3,0.0,0.0
1.25,0.46,17.1,37.95,43.5,2.2,37.9,-0.1,2.5,27.0,1040.8,0.0,0.0
0.97,0.47,16.3,38.85,44.2,1.9,43.5,0.1,4.7,96.0,1040.3,0.0,0.0
0.23,0.43,18.45,39.95,44.2,2.4,45.5,-0.1,5.0,98.0,1040.2,0.0,0.0
0.0,0.51,17.05,38.85,47.3,2.1,46.7,-0.7,4.7,98.0,1040.9,0.0,0.0
0.0,0.43,15.5,38.95,47.2,2.1,47.8,-0.7,4.7,98.0,1040.5,0.0,0.0
0.0,0.49,23.15,36.35,45.9,1.7,46.9,-1.0,2.9,83.0,1040.4,0.0,0.0
0.0,0.42,17.85,38.6,45.0,1.6,40.9,-1.2,3.6,2.0,1040.3,0.0,0.0
0.0,0.5,20.55,41.6,51.5,1.4,42.3,-1.4,0.7,0.0,1040.6,0.0,0.0
0.0,0.47,29.35,48.25,52.1,3.9,31.0,-1.5,2.5,6.0,1040.4,0.0,0.0
0.0,0.5,31.8,46.900000000000006,54.8,6.0,30.2,-1.7,5.8,18.0,1040.3,0.0,0.0
0.0,0.47,25.35,49.65,56.2,4.2,32.3,-2.0,5.8,0.0,1039.9,0.0,0.0
0.0,0.53,27.5,53.05,59.6,7.9,32.0,-2.1,5.4,0.0,1039.8,0.0,0.0
0.0,0.43,20.1,46.1,56.2,8.8,36.1,-2.3,5.0,0.0,1039.7,0.0,0.0
0.0,0.44,13.35,43.3,51.4,6.5,39.1,-2.3,3.2,0.0,1039.5,0.0,0.0
0.0,0.39,10.7,39.7,46.7,7.3,36.5,-2.5,4.3,3.0,1039.1,0.0,0.0
0.0,0.41,11.7,42.8,47.8,13.8,32.9,-2.6,5.4,0.0,1039.4,0.0,0.0
0.0,0.37,11.4,39.35,43.1,15.8,32.8,-2.8,6.8,0.0,1038.6,0.0,0.0
0.0,0.34,8.2,35.9,39.2,4.8,38.8,-2.8,6.5,100.0,1038.1,0.0,0.0
0.0,0.37,12.55,35.35,38.4,5.3,35.0,-2.1,6.1,100.0,1038.5,0.0,0.0
0.02,0.41,16.3,34.1,39.4,3.0,36.6,-1.6,6.8,100.0,1038.3,0.0,0.0
0.78,0.44,20.15,33.75,39.7,16.7,26.2,-1.1,6.1,100.0,1037.9,0.0,0.0
2.01000000001,0.42,18.15,34.0,37.4,15.3,24.9,-0.8,7.6,100.0,1037.9,0.0,0.0
2.79999999999,0.49,23.05,36.9,41.1,29.3,19.3,-0.6,4.7,100.0,1037.0,0.0,0.0
3.65,0.54,23.1,47.3,47.7,24.4,22.2,-0.2,6.8,100.0,1036.5,0.0,0.0
3.06,0.51,20.65,50.1,50.7,34.4,21.7,0.1,8.6,100.0,1035.6,0.0,0.0
1.56,0.57,24.5,52.75,53.8,27.5,22.4,0.1,7.6,100.0,1035.5,0.0,0.0
0.66,0.59,22.85,54.9,59.4,10.2,29.4,0.2,6.5,100.0,1035.6,0.0,0.0
0.1,0.74,34.75,64.25,76.3,18.1,28.4,0.4,5.8,100.0,1035.2,0.0,0.0
0.0,0.75,34.2,69.3,76.0,16.8,18.6,0.5,6.1,100.0,1034.9,0.0,0.0
0.0,0.75,39.6,72.55,82.5,10.5,12.3,0.4,6.5,100.0,1035.1,0.0,0.0
0.0,0.63,39.6,75.25,73.9,7.1,4.1,0.5,4.0,100.0,1034.8,0.0,0.0
0.0,0.55,33.05,54.3,53.3,5.0,11.1,0.5,5.4,100.0,1034.8,0.0,0.0
0.0,0.57,29.4,42.3,46.1,4.6,17.2,0.5,4.0,100.0,1034.5,0.0,0.0
0.0,0.46,24.55,35.65,38.1,7.3,15.6,0.5,5.4,100.0,1034.5,0.0,0.0
0.0,0.56,23.0,40.75,42.4,5.3,16.2,0.5,5.0,100.0,1034.5,0.0,0.0
0.0,0.45,20.35,40.05,42.6,4.8,16.2,0.6,2.9,100.0,1034.1,0.0,0.0
0.0,0.46,18.6,39.0,42.2,2.8,18.7,0.1,4.0,100.0,1033.9,0.0,0.0
0.0,0.44,16.25,38.2,41.7,2.4,19.5,0.2,1.8,100.0,1033.7,0.0,0.0
0.0,0.4,14.35,34.55,36.8,2.0,20.4,0.3,2.5,100.0,1033.7,0.0,0.0
0.0,0.4,14.45,30.200000000000003,34.1,4.9,19.8,0.1,1.1,100.0,1033.5,0.0,0.0
0.0,0.37,15.0,24.65,26.9,11.0,17.5,0.2,1.4,100.0,1033.3,0.0,0.0
0.0,0.36,14.6,23.45,25.9,12.8,17.2,0.5,4.0,100.0,1032.6,0.0,0.0
0.0,0.37,14.4,19.75,24.0,7.7,21.4,0.3,1.1,100.0,1032.8,0.0,0.0
0.0,0.36,14.7,23.6,23.8,4.8,22.1,0.5,0.4,100.0,1033.3,0.0,0.0
0.21,0.36,12.75,21.5,24.3,2.1,23.5,0.7,3.2,100.0,1033.0,0.0,0.0
0.65,0.42,15.15,24.4,33.0,2.4,23.8,0.7,2.2,100.0,1032.8,0.0,0.0
0.99,0.47,14.9,26.4,32.5,5.4,25.4,1.2,3.2,100.0,1032.6,0.0,0.0
1.14,0.47,14.3,31.0,35.1,8.2,24.1,1.2,3.6,100.0,1032.1,0.0,0.0
1.04000000001,0.49,16.35,34.35,38.8,10.6,24.1,0.8,5.0,100.0,1031.8,0.0,0.0
0.59999999999,0.55,19.75,35.25,41.8,13.3,19.6,1.2,4.7,100.0,1031.1,0.0,0.0
0.35,0.53,19.35,41.150000000000006,45.3,18.8,17.8,1.4,2.2,100.0,1031.2,0.0,0.0
0.01,0.55,21.15,41.4,47.4,14.7,19.6,1.1,3.2,100.0,1031.4,0.0,0.0
0.0,0.52,22.45,40.95,44.8,12.3,21.3,1.3,5.0,100.0,1031.3,0.0,0.0
0.0,0.56,24.35,45.8,49.9,9.0,17.5,1.2,4.3,100.0,1031.0,0.0,0.0
0.0,0.58,21.6,50.75,56.8,4.1,16.4,1.1,5.8,100.0,1031.1,0.0,0.0
0.0,0.68,23.8,47.650000000000006,55.1,3.2,16.9,1.0,3.6,100.0,1031.1,0.0,0.0
0.0,0.69,24.15,46.6,54.8,3.1,14.6,0.9,1.4,100.0,1031.0,0.0,0.0
0.0,0.69,24.6,49.45,55.6,3.7,11.7,0.9,2.2,100.0,1031.0,0.0,0.0
0.0,0.65,22.55,52.1,57.6,3.7,11.8,0.8,2.2,100.0,1030.7,0.0,0.0
0.0,0.67,21.9,52.2,58.3,3.9,14.9,0.8,2.5,100.0,1030.4,0.0,0.0
0.0,0.64,19.9,62.15,64.3,3.7,13.0,0.6,2.9,100.0,1030.1,0.0,0.0
0.0,0.61,19.05,63.55,60.3,2.7,9.9,0.8,7.2,100.0,1030.5,0.0,0.0
0.0,0.63,17.7,60.75,60.6,2.0,12.0,0.6,9.0,100.0,1030.1,0.0,0.0
0.0,0.63,19.55,50.4,54.9,2.1,11.7,0.5,9.7,100.0,1029.4,0.0,0.0
0.0,0.55,17.45,44.35,42.5,3.9,10.0,0.7,9.7,100.0,1028.9,0.0,0.0
0.0,0.54,14.25,40.400000000000006,46.5,1.8,16.4,0.8,10.1,100.0,1028.8,0.0,0.0
0.0,0.53,14.3,43.95,44.6,2.0,15.0,0.6,8.6,100.0,1028.7,0.0,0.0
0.01,0.53,15.4,41.2,42.9,2.1,12.8,0.6,8.6,100.0,1028.7,0.0,0.0
0.49,0.6,17.15,45.05,52.2,2.3,12.5,0.7,8.3,100.0,1029.5,0.0,0.0
1.67,0.65,16.1,54.1,61.9,2.7,13.1,0.7,9.0,100.0,1029.4,0.0,0.0
3.05,0.62,16.5,53.05,55.8,4.8,14.6,0.7,9.0,100.0,1028.4,0.0,0.0
6.67,0.61,15.65,53.5,54.6,9.6,21.8,1.4,7.9,80.0,1027.8,0.0,0.0
4.47,0.67,15.15,50.25,58.1,3.4,23.8,2.6,5.0,16.0,1027.1,0.0,0.0
1.24,0.68,16.3,52.650000000000006,60.2,2.7,27.3,3.5,5.0,98.0,1026.5,0.0,0.0
0.85,0.63,15.2,49.1,52.3,2.3,34.1,3.3,8.6,84.0,1026.7,0.0,0.0
0.16,0.66,18.45,45.65,52.7,2.5,37.4,2.2,11.2,99.0,1027.1,0.0,0.0
0.0,0.77,24.0,51.35,64.4,2.9,34.9,1.6,14.4,100.0,1026.6,0.0,0.0
0.0,0.68,24.25,45.8,57.9,2.1,35.9,1.2,17.3,100.0,1027.1,0.0,0.0
0.0,0.65,22.5,43.4,54.3,1.5,36.2,0.8,16.9,100.0,1027.7,0.0,0.0
0.0,0.64,20.75,38.3,49.0,1.2,34.1,0.6,16.2,100.0,1027.5,0.0,0.0
0.0,0.6,19.25,37.1,45.9,1.1,33.6,0.5,16.9,100.0,1027.5,0.0,0.0
0.0,0.61,19.45,36.7,45.4,1.3,34.3,0.5,17.6,100.0,1027.3,0.0,0.0
0.0,0.65,18.15,33.3,44.4,1.1,32.8,0.5,18.0,100.0,1027.7,0.0,0.0
0.0,0.61,16.3,31.9,39.3,1.2,31.5,0.4,17.6,100.0,1027.6,0.0,0.0
0.0,0.52,12.75,25.1,32.0,0.9,31.1,0.0,16.6,100.0,1027.6,0.0,0.0
0.0,0.5,12.4,25.75,30.2,1.4,31.3,-0.1,16.9,99.0,1027.9,0.0,0.0
0.0,0.46,12.45,24.35,28.6,0.5,31.8,-0.2,17.3,2.0,1028.4,0.0,0.0
0.0,0.45,11.65,22.85,26.4,0.9,31.0,-0.7,18.0,0.0,1028.6,0.0,0.0
0.0,0.43,9.4,18.9,24.7,1.4,30.3,-0.9,17.6,40.0,1028.5,0.0,0.0
0.0,0.41,10.05,21.6,23.1,1.8,29.1,-0.9,18.7,0.0,1028.5,0.0,0.0
0.0,0.42,11.5,19.75,23.0,1.5,26.8,-1.2,18.4,2.0,1028.8,0.0,0.0
0.2,0.48,17.5,19.95,24.9,1.3,23.2,-1.3,17.6,99.0,1029.3,0.0,0.0
1.71,0.48,19.5,22.1,25.5,1.4,21.6,-0.9,18.4,100.0,1029.3,0.0,0.0
6.32,0.5,18.85,29.4,33.4,1.1,23.8,0.1,20.5,99.0,1029.2,0.0,0.0
9.16,0.49,16.0,27.450000000000003,33.5,1.2,29.9,1.3,17.3,53.0,1028.6,0.0,0.0
9.37,0.49,13.9,20.15,26.1,1.7,33.5,2.2,15.1,99.0,1028.4,0.0,0.0
4.83,0.48,13.15,19.65,26.4,1.9,34.0,2.8,10.8,23.0,1027.9,0.0,0.0
1.25,0.48,15.3,24.95,26.9,1.4,35.1,2.8,13.7,67.0,1027.7,0.0,0.0
0.93,0.49,17.9,25.700000000000003,26.7,1.3,35.7,2.4,15.8,96.0,1027.7,0.0,0.0
0.14,0.54,20.2,21.9,27.5,1.1,36.0,1.4,18.0,16.0,1028.0,0.0,0.0
0.0,0.54,23.15,27.45,28.1,1.0,31.5,0.7,19.1,100.0,1028.1,0.0,0.0
0.0,0.54,21.6,24.7,30.6,1.1,30.1,0.1,20.2,100.0,1028.1,0.0,0.0
0.0,0.53,18.95,31.450000000000003,33.6,0.9,30.3,-0.2,19.4,100.0,1027.8,0.0,0.0
0.0,0.54,19.05,30.8,35.7,1.3,27.8,-0.3,18.7,100.0,1028.0,0.0,0.0
0.0,0.56,18.9,30.200000000000003,36.5,1.6,29.7,-0.4,17.6,100.0,1028.4,0.0,0.0
0.0,0.5,14.55,28.1,29.8,1.1,31.0,-0.6,18.0,73.0,1028.5,0.0,0.0
0.0,0.48,14.35,22.65,25.7,0.8,30.7,-0.8,19.4,91.0,1028.3,0.0,0.0
0.0,0.44,9.85,21.05,22.3,0.6,31.7,-0.9,19.1,94.0,1028.3,0.0,0.0
0.0,0.45,10.1,18.5,23.3,0.6,32.6,-1.2,19.8,100.0,1027.8,0.0,0.0
0.0,0.44,8.850000000000001,18.2,22.9,0.8,32.5,-1.2,19.4,100.0,1028.0,0.0,0.0
0.0,0.41,9.6,16.450000000000003,21.0,0.4,33.6,-1.1,21.6,100.0,1027.7,0.0,0.0
0.0,0.39,12.35,16.9,19.1,1.9,36.4,-1.0,22.3,100.0,1028.0,0.0,0.0
0.0,0.37,10.15,16.55,17.2,1.8,39.6,-1.0,22.0,100.0,1028.0,0.0,0.0
0.0,0.37,10.4,15.55,16.2,1.7,41.4,-0.8,21.2,100.0,1027.7,0.0,0.0
0.0,0.37,10.85,12.05,15.0,1.6,40.4,-0.7,22.0,100.0,1027.7,0.0,0.0
0.16000000001,0.38,12.75,13.75,14.8,1.5,37.7,-0.7,22.0,100.0,1027.8,0.0,0.0
1.78999999999,0.4,14.9,14.1,17.3,1.5,36.2,-0.1,22.3,100.0,1028.4,0.0,0.0
5.76,0.41,13.45,15.25,18.2,1.7,36.4,0.8,24.5,100.0,1028.9,0.0,0.0
8.38,0.43,12.35,14.1,17.4,1.8,37.7,1.6,21.6,100.0,1029.2,0.0,0.0
9.13,0.45,12.0,13.85,17.9,2.0,41.1,2.1,20.9,100.0,1028.9,0.0,0.0
5.03,0.45,11.3,17.65,17.5,1.9,44.2,2.3,20.5,96.0,1028.7,0.0,0.0
1.05000000001,0.45,12.3,16.7,17.5,1.8,45.8,2.1,21.6,41.0,1028.4,0.0,0.0
0.56999999999,0.48,13.25,16.0,17.8,2.0,44.4,1.4,21.6,51.0,1028.2,0.0,0.0
0.07,0.47,13.2,17.15,16.1,1.9,43.3,0.5,22.7,15.0,1028.6,0.0,0.0
0.0,0.46,13.1,14.95,17.7,2.0,42.3,-0.2,22.7,11.0,1028.4,0.0,0.0
0.0,0.46,11.4,20.45,21.5,2.0,42.2,-0.6,23.4,20.0,1028.2,0.0,0.0
0.0,0.48,10.35,22.0,24.4,2.1,42.1,-0.7,23.4,2.0,1028.1,0.0,0.0
0.0,0.49,10.55,27.5,30.5,9.2,39.2,-0.9,24.5,16.0,1028.1,0.0,0.0
0.0,0.48,11.0,21.45,23.9,2.5,36.4,-1.1,24.1,38.0,1027.9,0.0,0.0
0.0,0.47,9.9,19.8,23.0,2.3,40.7,-1.2,24.5,55.0,1027.3,0.0,0.0
0.0,0.47,8.149999999999999,18.65,20.9,2.1,43.5,-1.3,24.1,81.0,1027.6,0.0,0.0
0.0,0.43,6.199999999999999,17.3,19.7,1.9,43.7,-1.5,24.5,0.0,1027.0,0.0,0.0
0.0,0.41,6.65,19.6,20.3,3.2,43.4,-1.6,27.0,0.0,1026.3,0.0,0.0
0.0,0.41,8.5,31.25,36.0,2.9,43.6,-1.5,25.6,2.0,1025.8,0.0,0.0
0.0,0.39,6.25,16.9,19.3,1.9,45.8,-1.5,26.6,0.0,1025.7,0.0,0.0
0.0,0.39,5.25,13.7,16.7,2.2,47.1,-1.6,26.3,0.0,1025.0,0.0,0.0
0.0,0.38,5.4,12.95,16.4,1.6,47.6,-1.6,27.7,0.0,1024.6,0.0,0.0
0.0,0.37,5.15,16.45,16.6,1.6,48.4,-1.6,26.3,79.0,1024.0,0.0,0.0
0.0,0.37,5.0,14.0,16.0,1.4,48.8,-1.5,25.2,94.0,1024.0,0.0,0.0
0.08000000001,0.36,4.55,12.4,14.9,1.5,48.0,-1.4,26.3,0.0,1024.0,0.0,0.0
1.07999999999,0.36,4.699999999999999,13.7,15.2,1.3,48.4,-0.6,29.9,1.0,1023.2,0.0,0.0
6.70000000001,0.35,4.199999999999999,12.05,15.1,1.4,48.2,0.4,31.0,13.0,1023.3,0.0,0.0
9.36,0.37,6.1,13.95,19.2,1.7,50.1,1.3,30.6,38.0,1023.2,0.0,0.0
6.66999999999,0.4,5.2,17.1,19.6,2.0,51.8,1.6,31.3,2.0,1022.2,0.0,0.0
5.42,0.37,4.6,15.7,17.2,2.3,52.0,1.7,30.2,14.0,1021.1,0.0,0.0
2.89,0.39,5.5,16.1,17.5,2.0,51.5,1.6,30.6,14.0,1020.6,0.0,0.0
1.5,0.39,6.85,18.25,17.1,1.9,51.6,1.1,32.4,64.0,1020.1,0.0,0.0
0.16000000001,0.39,8.65,18.75,19.4,2.3,52.2,0.2,33.5,94.0,1020.0,0.0,0.0
0.0,0.42,10.05,19.6,21.6,2.2,49.8,-0.3,31.3,95.0,1019.9,0.0,0.0
0.0,0.41,11.5,19.25,20.7,2.1,49.4,-0.5,32.0,74.0,1019.8,0.0,0.0
0.0,0.4,11.95,18.5,20.7,2.0,47.7,-0.5,32.8,91.0,1018.7,0.0,0.0
0.0,0.41,13.25,19.05,20.8,2.1,48.4,-0.4,34.2,98.0,1018.4,0.0,0.0
0.0,0.4,11.75,16.8,19.9,2.2,48.9,-0.4,29.9,100.0,1017.7,0.0,0.0
0.0,0.39,10.35,16.2,19.4,1.9,51.4,-0.4,33.5,100.0,1017.2,0.0,0.0
0.0,0.38,9.8,19.2,19.0,1.8,52.5,-0.4,36.4,98.0,1016.9,0.0,0.0
0.0,0.36,7.449999999999999,14.5,17.5,1.8,53.9,-0.5,37.8,88.0,1016.4,0.0,0.0
0.0,0.34,6.199999999999999,16.5,16.9,1.7,54.2,-0.3,34.9,11.0,1015.6,0.0,0.0
0.0,0.31,5.45,13.0,16.1,1.5,54.6,-0.3,34.9,93.0,1015.4,0.0,0.0
0.0,0.31,4.75,14.95,15.7,1.5,55.1,-0.4,34.9,90.0,1014.9,0.0,0.0
0.0,0.29,4.3,15.55,14.9,1.6,53.2,-0.5,36.7,100.0,1013.8,0.0,0.0
0.0,0.29,4.199999999999999,15.75,14.7,1.8,52.6,-0.6,37.1,100.0,1013.7,0.0,0.0
0.0,0.29,4.05,13.05,14.2,1.9,51.9,-0.8,37.1,94.0,1012.8,0.0,0.0
0.0,0.29,4.9,12.55,13.3,2.0,51.3,-0.6,33.8,100.0,1011.8,0.0,0.0
0.22999999999,0.32,7.399999999999999,13.2,13.4,1.8,48.1,-0.4,38.2,50.0,1011.6,0.0,0.0
1.8,0.31,10.05,12.9,14.5,1.7,45.8,0.3,38.9,53.0,1011.2,0.0,0.0
3.15,0.33,11.0,19.6,20.7,1.8,49.4,1.4,36.7,100.0,1011.0,0.0,0.0
3.66,0.34,9.35,16.75,17.2,2.1,49.9,1.7,39.6,100.0,1010.3,0.0,0.0
5.93,0.34,8.3,17.05,15.9,2.3,48.3,2.3,38.2,98.0,1009.5,0.0,0.0
5.21,0.36,8.8,20.3,18.3,2.5,48.4,2.4,36.0,100.0,1008.7,0.0,0.0
1.81,0.38,9.0,18.3,18.6,2.5,48.2,2.3,34.2,100.0,1008.0,0.0,0.0
0.55,0.42,12.8,19.0,20.3,2.8,44.2,2.0,27.4,100.0,1009.4,0.0,0.0
0.03,0.47,13.1,24.75,26.1,2.6,40.7,1.5,22.0,100.0,1010.1,0.0,0.0
0.0,0.54,15.95,27.35,30.7,2.5,37.0,1.1,22.3,100.0,1010.6,0.1,0.0
0.0,0.48,17.95,24.75,27.8,2.7,34.3,0.8,17.3,100.0,1010.3,0.3,0.14
0.0,0.51,17.700000000000003,26.15,30.0,2.8,35.6,0.6,16.6,100.0,1010.5,0.5,0.28
0.0,0.5,14.05,26.55,29.4,3.1,35.7,0.3,13.7,100.0,1010.8,0.7,0.35
0.0,0.54,14.9,28.200000000000003,33.7,2.9,36.0,0.2,14.4,100.0,1011.1,0.7,0.35
0.0,0.55,13.75,27.5,32.0,2.2,33.5,0.2,13.3,100.0,1010.7,0.9,0.42
0.0,0.56,14.7,29.6,31.8,2.4,31.9,0.3,7.6,100.0,1011.5,1.1,0.49
0.0,0.55,13.3,29.35,33.2,3.0,28.1,0.3,7.2,100.0,1011.0,0.5,0.28
0.0,0.53,14.6,26.95,30.9,5.2,25.6,0.1,5.4,100.0,1011.1,0.5,0.28
0.0,0.49,13.45,24.200000000000003,27.8,4.0,28.8,0.2,9.0,100.0,1011.5,0.3,0.21
0.0,0.37,9.55,21.4,20.7,3.5,33.2,0.2,10.8,100.0,1011.6,0.2,0.14
0.0,0.31,7.8,17.0,16.2,3.3,37.3,0.2,13.3,100.0,1011.9,0.0,0.0
0.0,0.32,9.35,15.75,17.1,2.9,39.3,0.1,13.7,100.0,1012.1,0.0,0.0
0.0,0.28,12.4,15.8,15.7,3.2,42.5,0.1,15.8,100.0,1012.0,0.0,0.0
0.0,0.37,14.4,19.35,21.3,2.8,40.8,-0.3,13.0,25.0,1012.1,0.0,0.0
0.0,0.41,23.45,20.35,25.6,2.7,40.7,-0.9,12.2,0.0,1012.1,0.0,0.0
0.01,0.39,36.9,20.4,25.6,3.9,38.5,-0.7,13.7,95.0,1012.8,0.0,0.0
0.14,0.36,30.15,24.95,29.6,5.6,44.5,0.2,15.8,100.0,1012.9,0.0,0.0
0.38,0.36,28.85,17.4,18.0,4.1,52.9,1.3,15.5,100.0,1012.7,0.0,0.0
1.14,0.36,24.3,15.55,15.4,4.8,58.1,2.1,12.2,100.0,1012.0,0.0,0.0
0.75,0.37,23.85,14.55,15.4,4.5,60.5,1.8,17.3,100.0,1011.2,0.1,0.07
0.33,0.37,23.1,13.4,13.9,4.0,62.8,1.9,21.6,35.0,1011.4,0.0,0.0
0.21,0.43,29.3,15.25,16.6,3.8,58.6,1.7,18.0,0.0,1011.2,0.0,0.0
0.01,0.42,28.1,13.4,15.9,3.5,62.0,0.9,15.5,100.0,1011.4,0.0,0.0
0.0,0.45,22.85,12.45,16.1,11.6,59.3,0.7,15.5,52.0,1012.0,0.0,0.0
0.0,0.42,26.35,17.25,18.4,9.6,55.0,0.0,16.6,0.0,1011.7,0.0,0.0
0.0,0.53,29.2,27.700000000000003,33.5,5.1,54.8,-0.3,18.0,0.0,1011.1,0.0,0.0
0.0,0.4,19.55,19.65,21.1,8.9,55.9,-0.5,20.5,1.0,1011.5,0.0,0.0
0.0,0.35,16.0,20.2,18.5,11.9,54.0,-0.5,20.9,1.0,1010.9,0.0,0.0
0.0,0.38,13.9,19.9,22.4,4.5,58.2,-0.8,21.6,7.0,1010.6,0.0,0.0
0.0,0.37,11.1,20.55,24.1,4.3,60.8,-1.0,21.2,1.0,1010.8,0.0,0.0
0.0,0.32,7.9,17.05,18.4,3.8,64.3,-0.4,25.6,100.0,1011.0,0.1,0.07
0.0,0.23,6.6000000000000005,14.35,13.9,3.5,66.6,-0.2,25.6,94.0,1010.7,0.3,0.14
0.0,0.2,7.949999999999999,14.4,16.0,11.3,60.2,0.4,31.7,100.0,1012.2,0.2,0.07
