Energy,CO,NO2,PM10,PM25,SO2,O3,Temperatura (C),Prędkość wiatru (km/h),Zachmurzenie (%),Ciśnienie (hPa),Opady (mm),Śnieg (cm)
1.01,0.37,12.5,17.0,18.9,0.6,39.5,4.6,10.8,0.0,1030.7,0.0,0.0
0.15,0.44,16.65,21.4,19.6,0.8,39.6,3.2,8.6,0.0,1031.0,0.0,0.0
0.0,0.37,17.6,21.700000000000003,18.8,0.8,38.6,2.1,6.8,0.0,1030.4,0.0,0.0
0.0,0.3,14.2,18.55,17.6,0.9,37.5,1.4,4.7,0.0,1030.6,0.0,0.0
0.0,0.36,15.8,17.1,19.7,0.6,36.7,1.3,2.5,0.0,1030.8,0.0,0.0
0.0,0.35,18.95,20.6,20.4,0.7,27.3,1.0,3.6,0.0,1030.7,0.0,0.0
0.0,0.86,36.7,34.8,37.3,1.2,16.6,0.4,6.5,0.0,1030.5,0.0,0.0
0.0,1.2,44.1,61.0,54.2,2.7,3.9,0.0,6.8,0.0,1030.7,0.0,0.0
0.0,1.15,42.400000000000006,76.5,62.5,3.2,4.5,-0.3,6.1,0.0,1031.0,0.0,0.0
0.0,1.18,34.7,82.15,67.1,2.5,3.3,-0.3,4.7,0.0,1030.8,0.0,0.0
0.0,1.27,31.5,99.4,77.6,3.0,4.7,-1.1,5.0,0.0,1031.1,0.0,0.0
0.0,1.18,28.0,96.2,75.7,2.8,3.7,-1.3,4.0,0.0,1030.9,0.0,0.0
0.0,0.96,24.0,99.8,65.6,2.7,3.7,-1.5,4.7,0.0,1030.9,0.0,0.0
0.0,0.93,23.65,74.4,61.7,2.3,2.6,-2.0,3.6,0.0,1031.2,0.0,0.0
0.0,0.91,23.45,73.9,59.6,1.4,2.5,-2.2,3.2,0.0,1030.9,0.0,0.0
0.0,0.83,22.45,81.4,55.5,1.5,2.8,-1.4,1.1,0.0,1031.2,0.0,0.0
0.0,0.83,23.2,64.1,52.1,1.4,2.7,-1.6,1.1,0.0,1031.4,0.0,0.0
0.56,0.86,21.8,62.1,51.1,2.6,2.6,-0.2,3.6,0.0,1031.1,0.0,0.0
1.81,0.67,17.5,54.1,41.4,19.8,3.2,1.5,2.5,0.0,1031.3,0.0,0.0
3.39,0.62,15.25,47.0,38.8,36.8,5.0,2.3,2.2,0.0,1031.7,0.0,0.0
4.32,0.5,12.85,33.25,30.9,42.7,5.1,3.3,0.7,0.0,1031.4,0.0,0.0
3.86,0.5,11.9,32.849999999999994,32.2,7.2,9.0,4.3,2.2,0.0,1030.5,0.0,0.0
3.03,0.57,13.25,34.05,32.6,8.6,12.5,4.2,3.2,0.0,1030.6,0.0,0.0
2.22,0.66,19.1,42.0,39.9,8.5,13.9,3.7,1.8,0.0,1029.8,0.0,0.0
0.73,0.65,23.25,44.8,40.7,4.4,10.4,3.6,2.5,0.0,1030.2,0.0,0.0
0.08,0.69,31.0,48.25,43.6,8.2,10.0,2.1,6.5,0.0,1030.2,0.0,0.0
0.0,0.77,35.349999999999994,56.5,48.5,9.0,5.7,1.2,6.5,0.0,1030.2,0.0,0.0
0.0,0.82,30.65,58.45,48.0,2.5,8.6,0.5,4.7,0.0,1030.1,0.0,0.0
0.0,0.83,28.35,56.2,46.1,2.3,9.3,0.5,4.3,0.0,1029.8,0.0,0.0
0.0,0.75,22.55,54.85,44.5,1.9,9.6,0.4,1.1,0.0,1029.7,0.0,0.0
0.0,0.53,16.65,43.7,37.2,1.7,6.8,0.4,1.4,0.0,1029.8,0.0,0.0
0.0,0.49,16.4,37.75,34.9,1.6,10.8,-0.5,6.5,0.0,1030.2,0.0,0.0
0.0,0.61,19.25,32.349999999999994,29.3,1.4,11.9,-1.3,8.3,0.0,1030.6,0.0,0.0
0.0,0.43,14.55,26.3,23.8,1.2,16.2,-1.9,8.3,100.0,1030.6,0.0,0.0
0.0,0.39,14.0,22.5,23.0,1.0,11.8,-2.1,7.6,100.0,1031.4,0.0,0.0
0.0,0.32,11.75,20.25,18.5,0.9,21.4,-1.0,6.5,100.0,1030.9,0.0,0.0
0.0,0.29,9.55,19.0,17.3,0.8,12.3,-0.1,7.6,100.0,1030.8,0.0,0.0
0.0,0.27,10.65,18.25,16.6,1.1,18.3,0.4,8.3,100.0,1030.8,0.0,0.0
0.0,0.26,12.3,17.85,16.4,3.5,8.8,0.6,7.9,100.0,1030.5,0.0,0.0
0.0,0.28,18.65,16.25,14.7,8.8,13.9,0.8,8.6,100.0,1030.8,0.0,0.0
0.0,0.3,22.15,14.85,15.0,20.4,7.9,0.7,7.2,100.0,1031.3,0.0,0.0
0.07,0.45,32.15,18.0,15.6,40.5,9.4,0.9,7.9,100.0,1031.5,0.0,0.0
0.43,0.59,36.4,23.8,17.7,56.1,7.1,1.1,8.3,100.0,1031.8,0.0,0.0
0.64,0.56,30.8,23.3,19.0,38.8,8.5,1.2,7.6,100.0,1032.3,0.0,0.0
0.91,0.65,29.25,22.3,19.8,18.6,10.6,1.5,8.3,100.0,1032.3,0.0,0.0
0.49,0.73,27.9,30.3,21.6,28.6,14.1,1.7,8.3,100.0,1031.1,0.0,0.0
0.34000000001,0.61,29.25,41.3,23.6,42.5,15.9,1.4,7.9,100.0,1032.1,0.0,0.0
0.37999999999,0.59,33.7,39.55,23.7,43.6,13.5,1.3,6.5,100.0,1031.3,0.0,0.0
0.13,0.61,32.2,36.95,24.3,35.5,10.4,1.3,7.2,100.0,1031.5,0.0,0.0
0.0,0.63,32.15,45.3,25.2,38.3,10.0,1.1,7.2,100.0,1032.0,0.0,0.0
0.0,0.7,44.85,49.3,27.3,32.3,7.1,1.0,7.2,100.0,1031.7,0.0,0.0
0.0,0.68,32.0,36.1,24.9,19.0,7.1,0.7,6.1,100.0,1031.5,0.0,0.0
0.0,0.61,34.0,30.35,24.8,9.1,5.1,0.6,6.8,100.0,1030.9,0.1,0.0
0.0,0.5,28.65,27.0,24.4,3.2,8.5,0.6,6.5,100.0,1030.7,0.0,0.0
0.0,0.51,25.200000000000003,25.3,24.4,2.6,11.8,0.6,7.2,100.0,1030.7,0.0,0.0
0.0,0.45,21.1,22.5,22.3,2.1,15.5,0.5,5.8,100.0,1030.5,0.0,0.0
0.0,0.33,16.4,23.7,20.3,1.9,9.6,0.5,3.2,100.0,1029.9,0.1,0.0
0.0,0.33,16.8,19.3,18.6,1.9,17.4,0.5,7.6,100.0,1030.1,0.1,0.0
0.0,0.31,14.0,16.799999999999997,16.1,1.7,10.2,0.3,8.3,100.0,1030.1,0.0,0.0
0.0,0.33,15.5,16.0,16.0,3.5,15.1,0.2,7.6,100.0,1029.9,0.0,0.0
0.0,0.34,16.45,16.9,17.5,2.0,13.6,0.0,7.9,100.0,1029.5,0.0,0.0
0.0,0.35,16.2,19.3,17.6,1.9,13.0,-0.2,7.6,100.0,1029.5,0.0,0.0
0.0,0.35,14.2,19.15,17.0,1.8,15.0,-0.3,7.9,100.0,1029.5,0.0,0.0
0.0,0.4,16.7,18.45,16.8,0.9,15.0,-0.2,8.3,100.0,1028.9,0.0,0.0
0.0,0.43,17.4,16.95,18.6,1.2,16.0,-0.2,7.9,99.0,1029.3,0.0,0.0
0.02,0.53,21.9,23.55,26.1,5.4,9.7,0.1,7.9,100.0,1029.6,0.0,0.0
0.29,0.62,27.35,23.05,22.9,0.5,5.9,0.5,9.4,100.0,1029.2,0.0,0.0
1.43000000001,0.61,26.7,21.65,18.2,0.9,4.1,0.9,10.4,100.0,1029.8,0.0,0.0
1.34999999999,0.64,25.450000000000003,18.4,18.0,10.8,6.0,1.1,10.1,100.0,1029.6,0.0,0.0
0.93,0.67,24.9,17.85,18.1,27.4,7.8,1.1,10.4,100.0,1029.0,0.0,0.0
1.08000000001,0.67,22.65,21.0,18.5,7.3,8.7,1.3,11.5,100.0,1028.9,0.0,0.0
0.30999999999,0.69,27.85,23.65,18.9,2.3,8.1,1.6,7.9,100.0,1028.2,0.0,0.0
0.3,0.69,27.85,20.95,18.8,1.7,8.2,1.6,7.9,100.0,1028.3,0.0,0.0
0.0,0.7,30.6,22.1,20.5,0.9,10.6,1.5,7.9,100.0,1028.6,0.0,0.0
0.0,0.77,39.0,27.35,23.2,0.9,7.4,1.4,9.0,53.0,1028.6,0.0,0.0
0.0,0.68,39.5,29.0,25.6,0.8,4.9,0.7,7.9,0.0,1028.3,0.0,0.0
0.0,0.55,31.55,20.700000000000003,21.0,1.2,16.1,0.3,7.6,91.0,1028.2,0.0,0.0
0.0,0.58,30.4,24.5,22.1,1.1,17.5,0.7,7.9,100.0,1028.3,0.0,0.0
0.0,0.52,32.05,30.5,25.6,2.1,11.8,0.7,6.8,100.0,1028.5,0.0,0.0
0.0,0.54,28.200000000000003,36.2,31.5,1.5,9.2,0.7,6.1,100.0,1028.2,0.0,0.0
0.0,0.58,23.65,37.6,33.7,1.8,10.2,0.7,7.9,100.0,1028.2,0.0,0.0
0.0,0.43,22.25,28.1,26.2,4.4,15.2,0.8,10.4,100.0,1027.7,0.0,0.0
0.0,0.37,18.9,23.200000000000003,23.4,2.6,11.9,0.2,12.2,0.0,1027.5,0.0,0.0
0.0,0.35,21.05,25.65,24.0,10.4,17.1,-0.5,11.9,0.0,1027.6,0.0,0.0
0.0,0.32,18.05,21.0,22.4,6.6,20.0,-0.9,11.2,2.0,1027.2,0.0,0.0
0.0,0.28,13.1,19.95,20.0,1.5,24.0,-0.5,14.0,100.0,1026.8,0.0,0.0
0.0,0.26,11.5,16.15,15.4,9.5,23.1,0.0,9.4,100.0,1026.4,0.0,0.0
0.0,0.28,13.2,19.75,19.9,5.4,20.0,0.6,10.8,100.0,1026.0,0.0,0.0
0.0,0.33,18.65,24.45,21.1,11.9,14.1,1.1,11.9,100.0,1025.7,0.0,0.0
0.42000000001,0.51,28.95,24.8,23.2,5.5,9.8,1.4,10.8,100.0,1025.9,0.0,0.0
0.41999999999,0.49,28.9,27.0,27.9,7.5,6.9,1.7,10.4,100.0,1025.2,0.0,0.0
0.0,0.52,30.75,26.2,24.2,5.4,9.3,2.3,13.0,100.0,1025.1,0.0,0.0
0.0,0.51,28.3,23.3,21.4,3.3,14.0,2.7,13.0,100.0,1024.5,0.0,0.0
0.0,0.48,28.4,20.55,21.4,3.2,20.3,3.2,13.0,100.0,1023.9,0.0,0.0
8.38,0.49,29.9,19.6,19.4,2.5,18.4,3.8,15.1,100.0,1023.4,0.0,0.0
1.86,0.51,26.4,23.8,22.2,2.5,16.9,4.0,13.3,100.0,1022.9,0.0,0.0
0.78,0.52,30.55,22.450000000000003,23.2,2.2,16.5,3.9,14.0,100.0,1022.2,0.0,0.0
0.12,0.52,30.4,22.05,24.2,8.3,15.2,3.5,12.6,99.0,1021.9,0.0,0.0
0.0,0.5,30.200000000000003,17.7,18.7,10.5,14.6,2.9,12.2,65.0,1022.0,0.0,0.0
0.0,0.52,30.950000000000003,21.2,22.6,3.5,15.0,1.9,12.6,1.0,1021.4,0.0,0.0
0.0,0.52,29.3,19.45,22.0,3.2,18.3,1.1,16.2,32.0,1021.4,0.0,0.0
0.0,0.51,24.0,20.8,23.8,2.3,19.8,0.9,16.6,100.0,1021.9,0.0,0.0
0.0,0.49,20.15,21.9,22.9,1.8,17.4,1.3,18.0,100.0,1021.3,0.0,0.0
0.0,0.45,18.35,21.8,22.6,1.9,19.8,1.2,18.7,100.0,1020.6,0.1,0.07
0.0,0.37,13.1,18.75,18.9,1.5,26.2,1.6,17.3,100.0,1020.8,0.1,0.07
0.0,0.35,12.5,18.950000000000003,17.7,1.3,27.2,1.6,15.5,100.0,1020.7,0.2,0.0
0.0,0.31,10.05,17.15,16.1,1.2,29.6,1.4,17.3,100.0,1020.0,0.1,0.0
0.0,0.31,9.05,14.3,18.1,1.2,15.8,2.1,13.7,100.0,1020.0,0.1,0.0
0.0,0.3,9.8,18.7,18.4,2.0,26.8,2.6,14.0,100.0,1020.2,0.0,0.0
0.0,0.31,10.6,17.799999999999997,19.4,1.4,22.8,2.8,16.2,100.0,1020.2,0.0,0.0
0.0,0.28,11.95,16.05,16.6,1.6,23.3,3.0,15.1,100.0,1020.0,0.1,0.0
0.0,0.28,12.4,17.2,18.0,1.8,23.1,3.2,13.3,100.0,1020.7,0.0,0.0
0.0,0.31,15.75,15.45,17.4,1.6,23.4,3.4,13.7,100.0,1020.8,0.0,0.0
0.21,0.41,22.1,15.8,17.8,1.5,21.8,3.7,13.3,100.0,1021.4,0.0,0.0
0.74,0.46,28.15,14.85,18.6,1.2,17.2,4.0,11.5,100.0,1021.8,0.0,0.0
2.92,0.47,31.25,14.55,17.1,1.0,12.8,4.4,11.9,100.0,1022.2,0.0,0.0
3.49,0.43,26.4,13.5,14.5,1.1,18.0,5.0,13.3,100.0,1022.3,0.1,0.0
4.09,0.4,25.05,13.25,13.7,0.9,25.1,5.8,10.8,94.0,1022.6,0.1,0.0
6.59,0.33,21.15,13.3,12.4,0.9,35.0,6.4,16.2,2.0,1022.2,0.0,0.0
2.36,0.38,24.75,13.35,11.0,1.9,44.2,6.7,14.0,100.0,1022.8,0.0,0.0
1.09,0.34,24.95,14.05,9.7,1.4,49.3,6.4,12.2,28.0,1023.5,0.0,0.0
0.17000000001,0.39,31.15,15.55,9.9,1.2,48.3,6.0,13.7,7.0,1023.5,0.0,0.0
0.0,0.6,40.65,15.2,12.9,0.6,40.5,4.8,12.6,44.0,1023.5,0.0,0.0
0.0,0.55,41.75,20.9,20.2,1.0,31.0,4.0,9.4,92.0,1024.0,0.0,0.0
0.0,0.51,36.95,25.3,20.7,1.9,26.3,3.3,8.6,99.0,1024.5,0.0,0.0
0.0,0.53,41.650000000000006,34.05,22.7,3.0,9.1,3.2,8.6,100.0,1025.0,0.0,0.0
0.0,0.52,38.2,35.5,26.8,2.5,7.8,3.5,11.2,100.0,1024.7,0.0,0.0
0.0,0.52,35.75,36.5,30.9,2.5,5.7,3.5,9.7,100.0,1024.7,0.0,0.0
0.0,0.62,32.35,38.05,36.6,2.0,10.6,3.4,11.9,100.0,1024.9,0.0,0.0
0.0,0.61,26.7,36.55,37.0,2.1,7.4,3.1,14.8,100.0,1024.9,0.0,0.0
0.0,0.57,26.0,39.5,34.8,2.0,13.4,3.2,15.1,100.0,1024.7,0.0,0.0
0.0,0.46,19.6,35.8,31.2,2.0,16.6,3.6,15.1,100.0,1025.0,0.0,0.0
0.0,0.39,15.7,31.35,28.0,1.7,20.0,3.6,14.0,100.0,1024.5,0.0,0.0
0.0,0.37,14.25,30.55,25.8,1.9,13.8,4.0,14.8,100.0,1024.1,0.0,0.0
0.0,0.38,12.0,26.1,25.4,1.7,27.6,3.9,14.0,100.0,1024.3,0.0,0.0
0.0,0.35,10.15,20.05,19.0,1.2,27.4,3.3,18.0,81.0,1023.8,0.0,0.0
0.0,0.38,10.95,18.6,17.8,1.0,23.2,1.8,16.9,100.0,1023.9,0.0,0.0
0.85999999999,0.4,13.15,19.200000000000003,19.2,0.9,19.6,1.8,22.3,10.0,1024.3,0.0,0.0
5.71,0.45,13.4,21.85,25.9,0.7,20.3,2.6,20.5,0.0,1024.2,0.0,0.0
8.78,0.44,12.05,22.9,23.4,0.8,21.3,3.9,19.4,0.0,1023.9,0.0,0.0
10.16,0.45,11.6,22.3,21.9,0.9,23.0,5.1,19.8,0.0,1023.1,0.0,0.0
9.22,0.44,10.15,20.8,21.7,0.9,26.9,5.6,19.4,0.0,1022.2,0.0,0.0
4.38,0.43,11.5,21.85,21.2,0.7,29.0,5.6,16.2,3.0,1021.5,0.0,0.0
2.0,0.43,13.3,25.950000000000003,22.3,1.2,27.8,5.2,18.7,63.0,1021.5,0.0,0.0
1.09,0.43,12.0,21.55,22.7,1.4,30.1,4.4,20.2,92.0,1021.7,0.0,0.0
0.17,0.43,14.15,22.95,22.0,1.8,29.8,3.3,21.2,81.0,1020.5,0.0,0.0
0.0,0.42,15.2,23.05,21.4,1.7,25.5,2.6,22.0,56.0,1020.2,0.0,0.0
0.0,0.46,15.5,22.8,24.1,0.8,23.9,2.3,22.0,98.0,1020.0,0.0,0.0
0.0,0.47,16.1,23.3,24.4,0.7,23.6,2.4,21.6,27.0,1018.7,0.0,0.0
0.0,0.44,14.8,23.35,23.2,0.8,27.4,2.4,21.6,0.0,1018.5,0.0,0.0
0.0,0.41,13.9,22.65,22.4,0.8,31.2,2.6,22.3,3.0,1017.8,0.0,0.0
0.0,0.37,11.5,22.6,21.9,0.6,34.6,2.6,21.2,8.0,1017.4,0.0,0.0
0.0,0.36,10.5,22.95,21.8,0.5,38.7,2.7,20.2,0.0,1017.0,0.0,0.0
0.0,0.34,10.0,20.700000000000003,21.1,0.6,23.7,2.7,19.4,99.0,1016.5,0.0,0.0
0.0,0.35,11.4,21.5,21.8,0.6,42.9,2.7,19.1,99.0,1015.7,0.0,0.0
0.0,0.32,11.05,22.25,22.3,0.7,24.2,2.7,18.7,56.0,1015.7,0.0,0.0
0.0,0.32,8.65,24.6,22.4,0.7,47.9,2.4,19.4,99.0,1015.3,0.0,0.0
0.0,0.31,7.5,20.4,21.7,0.5,48.5,2.5,21.2,99.0,1014.0,0.0,0.0
0.0,0.31,6.75,22.35,20.1,0.5,49.6,2.4,21.6,66.0,1013.6,0.0,0.0
0.0,0.31,6.4,20.95,20.9,0.8,46.4,2.0,23.4,99.0,1013.1,0.0,0.0
0.02000000001,0.31,6.35,20.15,20.1,0.8,44.7,1.8,23.0,38.0,1012.5,0.0,0.0
1.14999999999,0.3,6.7,14.85,17.2,0.7,46.3,2.3,24.5,38.0,1011.9,0.0,0.0
6.69,0.31,7.25,17.1,15.7,0.7,44.2,3.3,25.9,73.0,1011.9,0.0,0.0
10.64,0.29,7.9,14.5,14.6,0.7,47.0,4.4,27.4,100.0,1011.6,0.0,0.0
12.37,0.3,7.0,12.35,13.3,0.6,52.1,5.1,27.4,100.0,1011.2,0.0,0.0
11.86,0.31,7.35,11.7,12.6,0.9,54.1,5.5,24.8,0.0,1010.7,0.0,0.0
6.6,0.33,8.2,13.35,14.0,1.0,54.3,5.5,18.7,31.0,1009.6,0.0,0.0
2.08000000001,0.36,9.7,16.7,17.1,0.7,54.3,4.8,23.0,87.0,1009.0,0.0,0.0
1.28999999999,0.38,10.3,17.85,18.4,0.7,55.3,3.9,24.5,0.0,1009.1,0.0,0.0
0.18000000001,0.39,12.25,19.45,19.5,0.8,51.8,2.7,23.4,5.0,1008.9,0.0,0.0
0.0,0.41,14.35,20.75,19.6,1.1,46.5,1.9,23.0,0.0,1009.6,0.0,0.0
0.0,0.4,13.65,20.95,20.2,1.0,39.3,1.2,19.8,0.0,1009.8,0.0,0.0
0.0,0.41,14.45,23.15,20.9,0.8,37.3,0.9,20.9,94.0,1009.4,0.0,0.0
0.0,0.42,16.4,23.95,21.4,1.0,33.8,1.3,20.9,100.0,1009.1,0.0,0.0
0.0,0.46,16.35,24.65,24.0,0.9,35.6,1.3,20.5,98.0,1009.4,0.0,0.0
0.0,0.44,13.65,22.3,24.1,0.8,37.8,1.5,22.0,69.0,1009.6,0.0,0.0
0.0,0.42,13.65,22.1,23.6,1.0,40.9,1.2,19.4,29.0,1009.2,0.0,0.0
0.0,0.41,12.75,24.4,24.0,1.1,39.1,1.4,20.5,100.0,1009.5,0.0,0.0
0.0,0.33,12.1,23.75,22.6,1.1,38.1,1.9,19.4,100.0,1009.2,0.0,0.0
0.0,0.23,10.25,21.15,20.7,0.8,39.7,2.3,20.5,100.0,1009.8,0.0,0.0
0.0,0.22,10.95,19.0,20.3,0.9,38.6,1.8,19.1,17.0,1009.2,0.0,0.0
0.0,0.22,8.55,19.200000000000003,19.2,0.5,37.0,1.4,18.7,57.0,1009.2,0.0,0.0
0.0,0.22,10.2,16.700000000000003,19.0,0.8,36.8,1.4,19.8,8.0,1009.8,0.0,0.0
0.0,0.22,9.1,22.65,18.2,0.9,35.2,1.1,19.8,1.0,1009.8,0.0,0.0
0.0,0.25,11.7,19.65,18.8,0.8,31.4,1.1,19.1,30.0,1010.3,0.0,0.0
0.34999999999,0.35,21.95,25.15,25.9,0.9,24.3,1.8,21.6,59.0,1011.0,0.0,0.0
3.91,0.34,23.9,19.9,19.7,1.0,15.6,2.5,21.2,99.0,1010.7,0.0,0.0
3.05,0.34,22.45,19.15,19.1,1.0,19.7,3.7,23.0,96.0,1010.4,0.0,0.0
6.56,0.29,15.25,16.8,16.0,1.0,23.8,4.3,24.8,100.0,1010.1,0.0,0.0
4.88000000001,0.29,12.55,18.45,15.2,1.0,26.1,3.9,20.2,100.0,1008.7,0.0,0.0
2.09999999999,0.28,11.5,15.35,13.8,0.6,29.3,2.6,16.9,100.0,1008.6,0.7,0.0
0.95,0.3,15.1,17.95,13.9,0.5,28.0,1.6,17.3,100.0,1009.0,1.1,0.0
0.6,0.32,13.55,14.25,13.1,0.5,26.4,2.1,24.1,100.0,1007.8,0.4,0.0
0.18,0.34,14.85,13.25,13.7,0.4,22.2,2.5,25.6,100.0,1008.3,0.3,0.0
0.0,0.39,18.9,16.5,14.8,0.6,19.1,2.9,25.9,100.0,1009.7,0.2,0.0
0.0,0.38,19.450000000000003,17.05,16.0,0.6,20.2,2.4,15.8,87.0,1010.5,0.0,0.0
0.0,0.4,24.65,14.1,15.1,5.3,16.9,2.2,7.9,100.0,1010.9,0.0,0.0
0.0,0.38,28.15,17.25,16.4,2.0,16.6,2.3,11.5,100.0,1011.5,0.0,0.0
0.0,0.4,25.35,17.05,17.0,5.3,27.3,2.3,11.9,47.0,1011.7,0.0,0.0
0.0,0.4,28.700000000000003,19.3,20.0,4.8,24.8,1.6,11.9,85.0,1011.9,0.0,0.0
0.0,0.42,23.55,21.25,23.7,2.0,24.5,1.8,12.6,100.0,1012.2,0.0,0.0
0.0,0.43,21.75,23.3,24.8,2.0,23.0,2.1,14.0,100.0,1012.3,0.0,0.0
0.0,0.37,18.9,21.15,19.7,2.2,12.1,1.7,12.6,87.0,1012.8,0.0,0.0
0.0,0.35,15.0,14.25,17.2,2.0,27.2,1.4,11.9,2.0,1013.1,0.0,0.0
0.0,0.27,11.3,16.35,14.8,1.4,34.3,0.9,11.5,92.0,1013.3,0.0,0.0
0.0,0.37,12.15,17.45,18.1,1.0,12.2,0.7,11.9,100.0,1013.4,0.0,0.0
0.0,0.35,12.3,15.2,15.7,0.9,26.0,0.6,11.5,100.0,1013.0,0.0,0.0
0.0,0.38,14.35,14.6,15.9,0.6,22.4,0.8,9.7,100.0,1012.8,0.0,0.0
0.0,0.37,14.8,12.45,13.2,0.5,10.0,0.4,10.1,100.0,1012.9,0.0,0.0
0.81000000001,0.46,25.35,12.4,12.0,0.6,8.5,0.8,10.4,100.0,1012.9,0.0,0.0
2.43999999999,0.48,31.55,13.65,13.7,0.8,5.6,2.3,12.2,99.0,1012.1,0.0,0.0
3.15,0.51,29.8,17.15,16.6,0.8,14.333333333333334,3.9,18.0,100.0,1011.2,0.0,0.0
3.68,0.48,22.15,17.35,17.3,0.9,23.06666666666667,5.2,20.2,33.0,1010.1,0.0,0.0
4.64,0.39,12.3,16.65,16.1,1.7,31.8,6.0,24.5,58.0,1007.6,0.0,0.0
2.45000000001,0.37,11.05,14.45,13.7,1.5,42.8,6.1,22.0,100.0,1006.6,0.0,0.0
1.89,0.32,11.4,15.7,13.0,1.7,44.0,6.0,29.2,100.0,1006.3,0.0,0.0
0.44999999999,0.31,11.15,13.8,13.4,1.4,46.6,5.7,31.7,100.0,1005.1,0.0,0.0
0.03,0.33,12.85,12.7,14.5,1.9,46.6,5.7,27.7,100.0,1003.9,0.0,0.0
0.0,0.35,13.9,16.950000000000003,16.0,3.6,52.2,5.7,28.8,100.0,1003.5,0.0,0.0
0.0,0.39,14.25,23.8,21.5,10.6,53.9,5.8,28.1,100.0,1002.8,0.0,0.0
0.0,0.38,13.5,27.0,26.9,14.7,53.2,5.8,27.7,100.0,1001.9,0.0,0.0
0.0,0.38,11.65,27.2,25.5,8.2,56.1,5.7,30.2,100.0,1001.1,0.0,0.0
0.0,0.37,11.7,22.0,21.5,5.6,56.0,6.2,31.7,100.0,1000.5,0.0,0.0
0.0,0.35,10.4,18.15,19.5,4.3,54.0,6.5,31.7,100.0,999.4,0.0,0.0
0.0,0.34,9.2,17.049999999999997,15.6,5.1,53.5,6.6,32.4,13.0,998.0,0.0,0.0
0.0,0.33,8.149999999999999,14.7,13.4,8.1,54.3,6.6,33.5,100.0,996.6,0.0,0.0
0.0,0.28,6.95,12.75,12.3,8.0,54.3,6.6,34.9,100.0,995.4,0.0,0.0
0.0,0.23,6.699999999999999,16.1,12.8,6.8,54.1,6.7,34.2,100.0,994.6,0.0,0.0
0.0,0.23,6.4,13.35,13.7,6.3,53.2,6.7,34.6,100.0,992.5,0.0,0.0
0.0,0.22,5.7,15.25,17.0,5.8,52.8,6.8,34.6,97.0,990.9,0.0,0.0
0.0,0.24,6.699999999999999,19.0,19.9,4.2,51.3,7.5,36.7,100.0,989.4,0.0,0.0
0.0,0.24,6.35,23.2,20.8,2.6,49.6,7.7,33.5,100.0,988.4,0.0,0.0
0.0,0.24,8.649999999999999,22.25,20.4,2.1,49.3,8.2,23.8,100.0,989.3,0.0,0.0
0.02000000001,0.27,12.25,18.05,16.4,1.7,46.7,8.2,24.8,100.0,989.2,0.0,0.0
0.25999999999,0.25,14.15,15.6,14.3,1.8,44.0,7.6,23.0,100.0,988.9,1.5,0.0
0.66,0.27,17.0,18.950000000000003,17.5,1.6,42.4,7.2,19.8,100.0,989.3,1.3,0.0
0.68,0.3,19.700000000000003,14.15,15.5,1.8,40.0,6.9,29.2,100.0,990.1,2.2,0.0
0.58,0.32,20.45,14.1,9.2,1.7,41.8,3.6,19.4,100.0,991.8,1.1,0.0
0.72,0.29,21.3,7.15,4.8,1.9,38.8,2.9,16.6,100.0,993.4,0.4,0.0
0.25,0.33,23.95,9.4,6.1,1.5,31.8,2.5,18.0,100.0,993.8,0.4,0.0
0.10000000001,0.33,21.6,9.1,7.3,0.5,38.4,2.4,20.9,100.0,994.1,0.2,0.0
0.0,0.41,27.0,11.15,10.1,0.7,41.8,2.3,18.7,100.0,996.5,0.1,0.0
0.0,0.51,34.1,11.45,10.9,0.7,46.0,2.0,15.8,100.0,996.5,0.0,0.0
0.0,0.43,28.95,14.05,12.4,1.0,49.4,1.5,17.6,29.0,996.5,0.0,0.0
0.0,0.44,29.7,14.85,14.4,1.2,49.7,1.2,14.8,9.0,997.4,0.0,0.0
0.0,0.4,26.4,15.8,16.2,1.4,46.1,1.0,13.3,100.0,997.7,0.0,0.0
0.0,0.42,29.950000000000003,15.35,17.9,1.6,40.2,1.0,13.3,32.0,998.3,0.0,0.0
0.0,0.4,27.1,21.65,20.0,6.9,34.7,0.8,13.7,100.0,998.9,0.0,0.0
0.0,0.38,25.7,21.3,18.3,3.7,35.2,1.1,11.5,100.0,998.8,0.0,0.0
0.0,0.39,24.9,21.45,18.9,3.0,34.5,1.2,11.2,100.0,998.9,0.0,0.0
0.0,0.35,25.2,23.05,20.5,2.8,30.7,1.1,11.9,100.0,998.6,0.0,0.0
0.0,0.25,22.450000000000003,25.2,18.6,4.1,30.5,0.5,10.8,14.0,998.6,0.0,0.0
0.0,0.22,14.75,18.85,16.4,6.2,43.1,0.8,13.3,100.0,998.9,0.0,0.0
0.0,0.18,11.4,13.2,12.5,10.2,44.9,0.9,15.8,100.0,999.2,0.0,0.0
0.0,0.16,8.4,11.7,11.0,6.4,48.2,0.6,13.3,99.0,999.2,0.0,0.0
0.0,0.16,11.45,11.6,13.2,2.6,49.8,0.5,16.6,100.0,999.8,0.0,0.0
0.0,0.2,20.4,14.15,14.7,3.0,39.0,0.4,13.7,97.0,999.4,0.0,0.0
0.14,0.28,24.55,14.5,13.3,1.9,30.9,0.9,14.0,6.0,999.9,0.0,0.0
