DayOfYear,DayOfWeek,Time,Energy,NOx,CO,NO,NO2,PM10,PM25,Benzen,SO2,O3,Temperatura (C),Prędkość wiatru (km/h),Zachmurzenie (%),Ciśnienie (hPa),Opady (mm),Śnieg (cm)
284,3,13:00:00,14.13999999999,18.75,0.19,3.8,12.9,10.5,6.3,0.23,0.7,68.9,19.8,34.6,3.0,998.5,0.0,0.0
284,3,14:00:00,8.76,24.35,0.23,6.75,13.95,14.1,7.3,0.24,0.6,68.1,19.7,27.7,100.0,999.0,0.0,0.0
284,3,15:00:00,3.02,33.55,0.25,9.6,18.85,15.4,7.9,0.27,0.5,65.7,19.3,23.8,98.0,999.4,0.0,0.0
284,3,16:00:00,0.96,29.85,0.25,6.1,20.5,12.75,8.3,0.28,0.5,62.0,18.8,21.2,100.0,999.7,0.0,0.0
284,3,17:00:00,0.23000000001,21.4,0.25,3.2,16.5,14.7,8.3,0.33,0.6,57.5,18.6,20.2,100.0,1000.0,0.0,0.0
284,3,18:00:00,0.0,24.1,0.28,3.55,18.7,14.0,9.4,0.37,0.6,52.5,18.4,18.4,100.0,1000.9,0.0,0.0
284,3,19:00:00,0.0,29.200000000000003,0.3,3.9,23.15,16.55,11.2,0.41,0.5,46.3,18.4,13.0,100.0,1001.9,0.0,0.0
284,3,20:00:00,0.0,30.05,0.31,5.85,21.1,14.5,10.4,0.42,1.35,43.4,18.1,10.4,100.0,1002.4,0.0,0.0
284,3,21:00:00,0.0,26.7,0.29,3.85,20.8,14.7,10.8,0.55,2.2,38.0,17.4,10.8,97.0,1002.9,0.0,0.0
284,3,22:00:00,0.0,24.5,0.29,2.4,20.85,14.45,10.8,0.56,1.9,36.3,16.9,10.1,100.0,1003.3,0.0,0.0
284,3,23:00:00,0.0,23.7,0.26,2.55,19.8,16.9,9.8,0.57,1.9,26.3,16.5,11.9,100.0,1003.6,0.0,0.0
285,4,00:00:00,0.0,17.75,0.23,1.4,15.55,15.5,9.3,0.57,2.0,26.5,15.9,9.7,100.0,1003.6,0.0,0.0
285,4,01:00:00,0.0,12.95,0.21,1.9,10.05,10.45,7.2,0.46,1.7,42.0,15.3,13.0,100.0,1003.8,0.0,0.0
285,4,02:00:00,0.0,7.449999999999999,0.18,1.3,5.45,8.95,5.8,0.31,1.2,50.7,13.8,18.0,100.0,1004.9,0.0,0.0
285,4,03:00:00,0.0,7.55,0.18,1.3,5.6,6.550000000000001,5.6,0.26,1.0,58.7,12.7,12.2,100.0,1005.2,0.0,0.0
285,4,04:00:00,0.0,13.8,0.19,2.8,9.5,4.2,4.3,0.19,0.6,78.2,12.6,9.4,100.0,1006.2,0.0,0.0
285,4,05:00:00,0.0,30.4,0.24,8.95,16.7,4.8,4.6,0.13,0.5,73.2,12.8,12.6,100.0,1006.3,0.0,0.0
285,4,06:00:00,0.0,47.3,0.32,12.35,28.45,5.4,5.3,0.17,0.6,58.9,12.9,14.8,100.0,1006.3,0.0,0.0
285,4,07:00:00,0.11999999999,57.6,0.39,14.15,36.0,5.3,7.1,0.26,1.0,41.2,12.4,9.0,100.0,1008.1,0.0,0.0
285,4,08:00:00,0.77000000001,53.2,0.36,15.05,30.15,7.7,7.5,0.31,0.7,36.9,12.9,9.4,100.0,1008.7,0.0,0.0
285,4,09:00:00,1.53999999999,47.95,0.38,15.05,24.950000000000003,6.9,8.5,0.355,0.7,36.6,12.9,9.7,100.0,1009.3,0.0,0.0
285,4,10:00:00,4.13,40.25,0.35,13.05,20.35,7.550000000000001,8.6,0.4,0.8,38.0,13.1,10.4,100.0,1010.1,0.0,0.0
285,4,11:00:00,4.78,37.85,0.37,11.45,20.3,7.35,8.1,0.32,1.0,36.4,13.1,16.2,100.0,1010.5,0.0,0.0
285,4,12:00:00,1.75,37.95,0.34,11.9,19.8,6.949999999999999,7.7,0.34,1.2,33.9,11.3,14.8,100.0,1011.9,0.0,0.0
285,4,13:00:00,1.61,40.5,0.35,12.55,21.25,12.55,9.1,0.28,0.8,46.2,11.7,9.7,94.0,1012.3,0.0,0.0
285,4,14:00:00,1.74,54.0,0.4,18.1,26.35,14.6,9.0,0.26,1.1,49.6,12.8,10.1,52.0,1012.7,0.0,0.0
285,4,15:00:00,3.52,61.35,0.43,20.6,29.8,13.4,10.4,0.26,1.2,45.4,13.2,9.0,100.0,1013.4,0.0,0.0
285,4,16:00:00,2.35,40.4,0.35,10.75,23.9,13.7,9.0,0.3,1.6,56.5,13.1,9.7,100.0,1014.4,0.0,0.0
285,4,17:00:00,0.26,55.35,0.42,11.1,38.45,12.7,9.2,0.27,1.4,37.2,12.4,9.0,99.0,1015.5,0.0,0.0
285,4,18:00:00,0.0,75.25,0.53,17.65,48.25,19.0,13.5,0.54,1.0,18.4,11.5,6.8,90.0,1016.2,0.0,0.0
285,4,19:00:00,0.0,52.55,0.47,8.9,38.9,20.4,16.5,0.71,1.2,25.5,10.8,8.6,3.0,1016.9,0.0,0.0
285,4,20:00:00,0.0,38.75,0.44,6.55,28.75,20.15,15.6,0.79,1.4,35.9,9.9,10.4,0.0,1017.6,0.0,0.0
285,4,21:00:00,0.0,45.55,0.48,10.55,29.35,22.25,14.3,0.74,2.3,34.3,9.3,10.1,3.0,1018.5,0.0,0.0
285,4,22:00:00,0.0,37.2,0.4,7.75,25.35,17.25,13.4,0.64,0.9,33.2,8.6,9.0,0.0,1018.9,0.0,0.0
285,4,23:00:00,0.0,24.700000000000003,0.35,3.5,19.3,13.35,12.8,0.62,0.7,31.4,8.1,7.6,0.0,1019.1,0.0,0.0
286,5,00:00:00,0.0,19.95,0.31,2.4,16.3,15.35,12.2,0.57,0.6,27.5,7.3,7.2,96.0,1020.2,0.0,0.0
286,5,01:00:00,0.0,17.75,0.31,1.45,15.5,13.15,11.9,0.54,0.6,26.7,6.9,8.3,7.0,1021.0,0.0,0.0
286,5,02:00:00,0.0,17.95,0.29,2.05,14.75,18.6,12.0,0.6,0.6,16.9,6.3,6.5,0.0,1021.7,0.0,0.0
286,5,03:00:00,0.0,15.9,0.28,1.05,14.3,19.4,12.2,0.66,0.7,14.8,5.9,5.0,0.0,1021.9,0.0,0.0
286,5,04:00:00,0.0,19.8,0.28,4.05,13.65,19.25,12.3,0.6,0.5,25.1,5.7,3.2,0.0,1022.0,0.0,0.0
286,5,05:00:00,0.0,18.55,0.3,2.9,14.1,18.25,12.7,0.49,0.7,29.2,5.7,3.6,0.0,1022.8,0.0,0.0
286,5,06:00:00,0.0,21.1,0.27,4.0,15.1,17.4,12.2,0.47,0.7,24.3,6.1,2.2,10.0,1023.1,0.0,0.0
286,5,07:00:00,1.82000000001,28.35,0.31,5.6,19.8,16.65,12.7,0.54,1.1,21.9,7.3,5.4,1.0,1023.6,0.0,0.0
286,5,08:00:00,7.13999999999,36.150000000000006,0.33,11.7,18.2,15.7,12.7,0.53,4.0,30.8,8.4,5.4,0.0,1023.6,0.0,0.0
286,5,09:00:00,8.88,38.8,0.35,15.4,15.2,19.8,13.6,0.47,5.1,34.7,9.8,4.7,0.0,1023.5,0.0,0.0
286,5,10:00:00,14.35,49.75,0.39,20.0,19.200000000000003,20.0,14.4,0.47,5.1,39.3,11.5,6.8,0.0,1023.4,0.0,0.0
286,5,11:00:00,12.08,43.900000000000006,0.37,18.45,15.65,18.85,13.2,0.47,1.1,47.3,12.3,6.8,7.0,1022.8,0.0,0.0
286,5,12:00:00,11.49,42.65,0.34,17.6,15.75,18.95,11.2,0.38,1.3,54.8,12.8,7.2,9.0,1022.5,0.0,0.0
286,5,13:00:00,7.76,49.0,0.41,20.25,18.05,14.15,9.2,0.32,1.0,60.4,13.1,7.2,7.0,1022.6,0.0,0.0
286,5,14:00:00,6.85,47.15,0.41,17.75,20.05,11.35,8.8,0.28,0.8,61.3,13.0,6.5,0.0,1022.4,0.0,0.0
286,5,15:00:00,3.43,47.55,0.41,18.1,19.85,11.35,8.5,0.27,0.8,65.5,12.4,7.9,0.0,1022.0,0.0,0.0
286,5,16:00:00,1.34,50.25,0.43,19.45,20.5,13.55,8.9,0.28,0.7,61.5,11.0,7.2,0.0,1022.1,0.0,0.0
286,5,17:00:00,0.16,62.35,0.57,20.9,30.4,16.8,12.5,0.4,1.3,51.7,9.6,8.6,0.0,1022.2,0.0,0.0
286,5,18:00:00,0.0,61.95,0.59,17.650000000000002,35.0,26.200000000000003,20.7,0.75,1.6,38.4,8.7,9.7,0.0,1021.7,0.0,0.0
286,5,19:00:00,0.0,34.2,0.55,3.6,28.700000000000003,30.1,29.4,1.18,1.3,44.1,8.0,9.7,0.0,1021.5,0.0,0.0
286,5,20:00:00,0.0,30.75,0.44,2.25,27.35,22.4,19.0,1.23,1.1,38.8,7.6,10.8,0.0,1021.0,0.0,0.0
286,5,21:00:00,0.0,40.4,0.56,4.25,33.95,31.1,28.2,1.56,1.1,18.0,7.2,7.2,0.0,1020.9,0.0,0.0
286,5,22:00:00,0.0,35.95,0.59,5.65,27.35,29.55,29.6,2.21,2.1,19.7,6.6,7.2,0.0,1020.2,0.0,0.0
286,5,23:00:00,0.0,41.65,0.73,10.85,25.0,27.4,33.3,1.45,0.7,19.8,6.3,7.9,0.0,1019.5,0.0,0.0
288,0,00:00:00,0.0,10.05,0.21,1.2,8.25,9.5,6.3,0.34,5.3,50.0,7.4,19.1,30.0,1015.0,0.0,0.0
288,0,01:00:00,0.0,8.0,0.17,1.15,6.2,10.2,5.5,0.27,6.5,52.3,7.9,23.8,19.0,1015.3,0.0,0.0
288,0,02:00:00,0.0,5.5,0.16,1.2,3.65,7.199999999999999,4.7,0.22,2.7,59.5,8.0,23.8,100.0,1015.6,0.0,0.0
288,0,03:00:00,0.0,7.0,0.16,1.85,4.15,8.7,4.7,0.19,1.7,61.9,8.4,25.9,100.0,1015.7,0.0,0.0
288,0,04:00:00,0.0,9.5,0.17,2.35,5.85,9.3,5.0,0.17,0.5,63.0,8.4,28.8,100.0,1016.0,0.0,0.0
288,0,05:00:00,0.0,21.65,0.21,6.65,11.5,12.7,5.7,0.17,0.8,60.6,8.3,24.8,100.0,1016.2,0.0,0.0
288,0,06:00:00,0.0,43.3,0.29,16.7,17.8,9.05,5.8,0.2,0.8,56.9,8.3,23.8,100.0,1017.1,0.0,0.0
288,0,07:00:00,0.78,45.35,0.3,15.9,21.1,8.2,6.1,0.24,0.9,52.1,8.6,25.9,100.0,1017.9,0.0,0.0
288,0,08:00:00,2.05,45.4,0.3,16.05,20.85,9.65,6.1,0.28,0.8,51.2,9.1,27.0,34.0,1017.7,0.0,0.0
288,0,09:00:00,4.32,37.6,0.3,13.4,17.15,9.45,6.0,0.25,0.8,55.5,10.0,24.8,63.0,1017.8,0.0,0.0
288,0,10:00:00,11.57,33.4,0.28,12.8,13.85,11.25,6.5,0.23,0.7,61.2,10.4,24.1,100.0,1018.6,0.0,0.0
288,0,11:00:00,5.94,36.85,0.29,13.8,15.75,9.65,5.6,0.21,0.2,65.9,10.5,21.2,6.0,1018.2,0.0,0.0
288,0,12:00:00,8.57,45.95,0.3,19.05,16.8,8.25,5.7,0.24,0.5,68.1,11.3,22.3,0.0,1017.9,0.0,0.0
288,0,13:00:00,8.93,40.55,0.3,15.85,16.349999999999998,8.8,6.9,0.27,0.5,66.3,11.7,20.2,1.0,1018.8,0.0,0.0
288,0,14:00:00,4.84,49.85,0.35,17.650000000000002,22.85,11.7,7.3,0.23,0.4,66.0,11.6,17.6,0.0,1018.5,0.0,0.0
288,0,15:00:00,3.73,74.64999999999999,0.45,29.65,29.35,12.65,7.7,0.24,0.8,62.1,11.1,13.0,0.0,1018.6,0.0,0.0
288,0,16:00:00,1.01,61.650000000000006,0.46,21.25,29.15,11.2,8.1,0.29,0.6,59.2,10.0,10.8,0.0,1019.3,0.0,0.0
288,0,17:00:00,0.13,43.3,0.39,7.9,31.25,13.75,9.4,0.37,1.0,49.4,9.0,10.8,41.0,1019.3,0.0,0.0
288,0,18:00:00,0.0,53.1,0.42,8.3,40.45,16.05,11.5,0.51,0.8,30.1,8.4,10.8,8.0,1018.9,0.0,0.0
288,0,19:00:00,0.0,77.6,0.58,17.15,51.35,34.25,25.9,1.49,1.2,5.7,7.9,9.7,18.0,1018.8,0.0,0.0
288,0,20:00:00,0.0,51.3,0.65,6.95,40.8,36.5,35.1,2.54,3.4,18.0,7.2,9.0,16.0,1018.7,0.0,0.0
288,0,21:00:00,0.0,43.55,0.57,4.6,36.5,33.25,30.3,2.55,1.3,18.1,7.0,7.9,28.0,1018.9,0.0,0.0
288,0,22:00:00,0.0,35.2,0.67,3.3000000000000003,30.15,36.35,35.2,2.53,0.9,18.6,6.4,9.4,90.0,1019.0,0.0,0.0
288,0,23:00:00,0.0,27.35,0.61,2.35,23.75,34.900000000000006,32.8,2.5,0.5,19.0,6.6,7.9,98.0,1018.7,0.0,0.0
289,1,00:00:00,0.0,19.3,0.52,0.95,17.8,31.15,27.8,2.24,0.4,20.2,5.6,6.8,100.0,1019.0,0.0,0.0
289,1,01:00:00,0.0,15.3,0.47,0.8,14.05,28.85,24.6,1.88,0.4,22.6,5.9,8.6,100.0,1019.7,0.0,0.0
289,1,02:00:00,0.0,13.5,0.44,0.8999999999999999,12.1,26.65,23.4,1.65,0.5,20.5,6.0,8.3,100.0,1019.3,0.0,0.0
289,1,03:00:00,0.0,12.0,0.47,0.7000000000000001,11.0,22.1,20.4,1.33,0.3,21.1,6.0,7.2,100.0,1019.8,0.0,0.0
289,1,04:00:00,0.0,14.2,0.44,1.3,12.2,23.85,22.8,1.16,0.4,18.1,6.1,8.3,100.0,1020.5,0.0,0.0
289,1,05:00:00,0.0,23.5,0.45,4.5,16.55,24.5,22.7,1.17,0.6,14.6,6.4,10.1,100.0,1020.8,0.0,0.0
289,1,06:00:00,0.0,35.65,0.52,9.5,21.05,27.25,21.4,1.27,0.5,6.9,6.6,8.6,100.0,1021.4,0.0,0.0
289,1,07:00:00,0.17,62.3,0.61,23.9,25.7,26.45,21.7,1.54,0.6,4.1,7.1,7.2,97.0,1022.0,0.0,0.0
289,1,08:00:00,1.14000000001,79.0,0.62,33.900000000000006,27.1,25.2,22.5,1.52,1.0,3.6,8.7,9.7,39.0,1022.1,0.0,0.0
289,1,09:00:00,2.81999999999,83.65,0.54,33.05,33.05,25.95,19.7,1.56,1.9,7.0,9.4,14.0,99.0,1022.4,0.0,0.0
289,1,10:00:00,3.37,68.55,0.48,25.3,29.8,22.0,20.0,1.02,2.7,22.7,10.4,14.4,100.0,1022.8,0.0,0.0
289,1,11:00:00,6.8,58.650000000000006,0.48,22.9,23.65,23.25,18.4,0.72,2.3,34.2,11.1,13.0,6.0,1022.8,0.0,0.0
289,1,12:00:00,5.89,36.6,0.4,11.15,19.45,18.7,12.7,0.57,1.3,44.8,11.4,11.9,15.0,1022.7,0.0,0.0
289,1,13:00:00,4.86,41.2,0.39,13.35,20.75,13.4,11.4,0.5249999999999999,1.0,54.6,11.7,12.6,23.0,1023.3,0.0,0.0
289,1,14:00:00,2.72,40.8,0.39,12.65,21.45,12.55,9.3,0.48,0.9,52.6,11.7,11.9,38.0,1023.9,0.0,0.0
289,1,15:00:00,0.95,56.2,0.5,19.65,26.15,12.1,10.0,0.37,1.2,46.1,11.2,11.5,86.0,1024.6,0.0,0.0
289,1,16:00:00,0.78,57.75,0.49,18.9,28.8,15.25,12.0,0.43,0.9,39.2,10.8,11.5,97.0,1025.2,0.0,0.0
289,1,17:00:00,0.15,69.15,0.55,20.700000000000003,37.45,19.4,14.4,0.48,0.7,29.0,9.9,9.7,0.0,1025.8,0.0,0.0
289,1,18:00:00,0.0,62.1,0.58,13.15,41.95,18.75,19.8,0.76,0.4,6.8,9.0,9.0,9.0,1026.5,0.0,0.0
289,1,19:00:00,0.0,84.45,0.6,27.65,42.2,24.9,21.6,0.96,0.7,13.5,8.0,8.6,95.0,1026.7,0.0,0.0
289,1,20:00:00,0.0,52.3,0.59,9.2,38.2,31.200000000000003,25.4,1.45,0.6,7.3,8.1,10.1,62.0,1027.0,0.0,0.0
289,1,21:00:00,0.0,44.85,0.55,7.1,33.9,40.0,26.5,2.51,0.8,4.0,7.8,8.6,100.0,1027.5,0.0,0.0
289,1,22:00:00,0.0,38.9,0.51,6.9,28.3,42.6,27.6,3.15,0.6,3.0,8.0,9.4,100.0,1028.1,0.0,0.0
289,1,23:00:00,0.0,35.95,0.6,4.65,28.75,41.4,30.6,3.42,0.3,4.2,7.9,10.4,100.0,1028.5,0.0,0.0
290,2,00:00:00,0.0,41.95,0.71,10.6,25.75,43.95,38.9,3.41,0.2,2.3,6.7,8.3,3.0,1028.9,0.0,0.0
290,2,01:00:00,0.0,34.150000000000006,0.56,7.35,22.9,40.55,34.4,3.0,0.9,2.3,5.7,6.5,90.0,1029.6,0.0,0.0
290,2,02:00:00,0.0,23.3,0.65,3.85,17.45,41.15,39.8,2.97,0.8,2.7,5.8,2.9,100.0,1029.5,0.0,0.0
290,2,03:00:00,0.0,22.3,0.62,5.1,14.5,34.45,36.4,2.52,0.8,2.8,5.8,2.2,97.0,1030.0,0.0,0.0
290,2,04:00:00,0.0,21.5,0.56,5.699999999999999,12.8,24.55,29.6,2.3,0.4,3.0,5.4,6.8,100.0,1030.6,0.0,0.0
290,2,05:00:00,0.0,23.25,0.5,7.2,12.3,23.65,26.7,2.06,0.6,2.9,5.8,4.3,100.0,1030.6,0.0,0.0
290,2,06:00:00,0.0,40.85,0.53,18.05,13.2,21.85,25.1,1.92,0.7,2.1,6.2,3.2,100.0,1031.4,0.0,0.0
290,2,07:00:00,0.81,72.5,0.61,37.4,15.15,22.5,24.2,1.79,0.9,2.5,7.1,4.0,0.0,1032.1,0.0,0.0
290,2,08:00:00,4.82,86.0,0.61,44.15,18.35,22.05,24.7,2.05,0.9,3.7,7.7,4.7,2.0,1031.6,0.0,0.0
290,2,09:00:00,12.08,99.05,0.62,48.75,24.4,31.1,27.1,1.93,1.4,6.3,9.1,6.5,78.0,1031.1,0.0,0.0
290,2,10:00:00,15.27,97.15,0.52,40.15,35.650000000000006,29.15,23.8,1.73,2.4,19.8,10.2,8.6,0.0,1031.5,0.0,0.0
290,2,11:00:00,16.49,81.15,0.46,30.2,34.9,22.55,17.5,1.06,13.3,30.6,11.1,7.2,10.0,1031.5,0.0,0.0
290,2,12:00:00,16.1,54.25,0.29,18.45,26.05,13.2,10.7,0.58,6.6,54.1,11.8,5.4,3.0,1031.3,0.0,0.0
290,2,13:00:00,10.63,51.7,0.34,20.35,20.55,12.95,11.3,0.37,2.4,58.1,12.1,7.6,1.0,1031.3,0.0,0.0
290,2,14:00:00,4.15,45.35,0.32,16.7,19.85,10.25,8.8,0.38,1.3,61.9,11.8,9.4,0.0,1030.9,0.0,0.0
290,2,15:00:00,2.8,92.05,0.63,41.4,28.75,13.35,9.3,0.39,3.2,59.2,11.1,8.3,0.0,1031.3,0.0,0.0
290,2,16:00:00,0.64,85.94999999999999,0.51,36.150000000000006,30.6,10.75,9.6,0.38,2.3,56.2,9.8,6.5,0.0,1031.7,0.0,0.0
290,2,17:00:00,0.12000000001,99.1,0.63,28.1,56.1,19.0,17.1,0.46,1.2,21.1,8.1,6.5,13.0,1031.7,0.0,0.0
290,2,18:00:00,0.0,149.95,0.92,54.650000000000006,66.19999999999999,38.1,31.7,1.39,1.4,5.6,6.9,12.2,0.0,1032.0,0.0,0.0
290,2,19:00:00,0.0,171.3,1.29,71.7,61.6,63.85,62.3,3.26,2.6,8.5,6.2,11.9,0.0,1032.5,0.0,0.0
290,2,20:00:00,0.0,97.95,0.9,38.1,39.7,47.5,47.7,4.09,2.3,30.1,5.6,10.1,0.0,1032.8,0.0,0.0
290,2,21:00:00,0.0,43.95,0.58,14.5,21.8,30.950000000000003,31.0,2.14,1.5,43.5,5.3,9.4,0.0,1032.9,0.0,0.0
290,2,22:00:00,0.0,19.1,0.3,3.2,14.1,14.5,13.5,0.85,0.7,51.1,4.5,6.8,0.0,1032.9,0.0,0.0
290,2,23:00:00,0.0,11.4,0.23,1.45,9.15,10.15,9.0,0.5,0.8,46.9,3.7,6.5,0.0,1032.9,0.0,0.0
291,3,00:00:00,0.0,8.1,0.22,0.95,6.65,11.05,8.7,0.45,0.7,43.6,4.1,6.8,0.0,1033.0,0.0,0.0
291,3,01:00:00,0.0,12.6,0.27,2.95,8.05,11.7,11.6,0.41,0.8,43.3,3.4,7.2,0.0,1032.4,0.0,0.0
291,3,02:00:00,0.0,21.0,0.35,7.6,9.35,15.45,19.4,0.43,0.8,23.1,2.6,9.0,0.0,1032.1,0.0,0.0
291,3,03:00:00,0.0,14.65,0.36,3.35,9.55,16.55,17.5,0.37,0.3,38.0,2.4,7.2,0.0,1032.2,0.0,0.0
291,3,04:00:00,0.0,27.7,0.33,11.85,9.5,13.2,15.4,0.41,0.4,38.1,2.3,6.1,0.0,1032.5,0.0,0.0
291,3,05:00:00,0.0,53.05,0.42,26.45,12.6,14.85,16.0,0.39,0.4,37.2,1.9,7.6,0.0,1032.1,0.0,0.0
291,3,06:00:00,0.0,94.0,0.58,49.75,17.95,17.3,18.7,0.45,2.1,25.5,3.1,7.9,0.0,1032.8,0.0,0.0
291,3,07:00:00,1.33999999999,123.65,0.72,62.85,27.45,20.85,20.5,0.56,2.4,19.6,5.9,13.7,0.0,1032.3,0.0,0.0
291,3,08:00:00,7.51,91.3,0.55,44.5,23.25,16.65,15.6,0.53,2.1,32.2,8.0,16.6,10.0,1031.7,0.0,0.0
291,3,09:00:00,12.77,31.8,0.29,10.9,15.1,10.15,6.9,0.4,0.7,47.8,9.6,18.7,0.0,1031.6,0.0,0.0
291,3,10:00:00,16.06,33.3,0.28,13.45,12.75,9.05,6.3,0.32,0.3,52.3,10.9,16.6,0.0,1031.1,0.0,0.0
291,3,11:00:00,17.41,27.8,0.29,10.2,12.2,6.4,6.2,0.28,0.1,55.5,12.0,15.5,0.0,1030.4,0.0,0.0
291,3,12:00:00,16.69000000001,31.65,0.28,12.65,12.35,7.8,6.4,0.29,0.3,56.9,12.6,16.6,0.0,1029.8,0.0,0.0
291,3,13:00:00,14.28999999999,24.3,0.25,9.35,9.95,8.05,6.3,0.29,0.1,57.5,12.7,16.6,0.0,1029.4,0.0,0.0
291,3,14:00:00,7.5,28.4,0.3,9.5,13.85,8.899999999999999,6.5,0.31,0.2,60.6,12.5,15.5,0.0,1029.2,0.0,0.0
291,3,15:00:00,2.61,46.45,0.38,17.85,19.15,8.600000000000001,7.3,0.3399999999999999,0.2,61.1,11.4,14.0,0.0,1029.2,0.0,0.0
291,3,16:00:00,0.89,27.65,0.3,7.95,15.5,9.55,7.5,0.37,0.1,60.7,9.6,13.3,0.0,1029.1,0.0,0.0
291,3,17:00:00,0.11,20.25,0.28,3.75,14.55,11.7,7.9,0.36,0.3,55.0,8.2,10.4,0.0,1029.6,0.0,0.0
291,3,18:00:00,0.0,18.75,0.28,2.25,15.3,11.9,9.7,0.47,0.4,46.8,7.2,10.4,0.0,1029.5,0.0,0.0
291,3,19:00:00,0.0,36.0,0.35,8.1,23.6,14.05,12.6,0.62,0.6,32.5,6.3,9.0,0.0,1029.9,0.0,0.0
291,3,20:00:00,0.0,30.55,0.39,4.25,24.1,16.0,14.0,0.88,0.6,32.5,5.6,7.6,0.0,1030.0,0.0,0.0
291,3,21:00:00,0.0,17.549999999999997,0.32,2.75,13.3,13.2,12.8,0.86,0.5,39.4,4.7,7.9,0.0,1029.4,0.0,0.0
291,3,22:00:00,0.0,35.5,0.43,10.75,19.05,15.35,16.2,0.69,0.3,34.8,4.2,5.0,0.0,1029.3,0.0,0.0
291,3,23:00:00,0.0,35.0,0.46,12.6,15.7,16.35,19.3,0.63,0.2,36.4,3.3,7.6,0.0,1029.5,0.0,0.0
292,4,00:00:00,0.0,19.3,0.41,5.65,10.75,18.450000000000003,19.1,0.56,0.4,38.4,3.8,5.4,0.0,1028.9,0.0,0.0
292,4,01:00:00,0.0,18.3,0.38,4.35,11.6,16.9,18.2,0.52,0.2,32.7,3.0,6.8,0.0,1028.5,0.0,0.0
292,4,02:00:00,0.0,14.9,0.3,3.4000000000000004,9.7,17.4,16.6,0.51,0.1,33.9,2.3,6.1,0.0,1027.7,0.0,0.0
292,4,03:00:00,0.0,18.65,0.29,7.5,7.15,13.85,15.2,0.52,0.1,29.7,1.9,7.9,0.0,1028.4,0.0,0.0
292,4,04:00:00,0.0,31.05,0.28,9.9,15.9,13.9,15.0,0.55,0.1,19.0,1.9,6.8,0.0,1028.1,0.0,0.0
292,4,05:00:00,0.0,42.25,0.34,15.0,19.3,14.95,15.0,0.61,0.1,6.6,2.0,5.8,0.0,1027.7,0.0,0.0
292,4,06:00:00,0.0,116.1,0.58,57.65,27.85,18.200000000000003,17.3,0.91,0.2,2.5,2.7,5.4,0.0,1028.4,0.0,0.0
292,4,07:00:00,1.17,164.75,0.7,89.7,27.5,20.9,20.1,1.01,0.5,2.5,5.3,4.0,0.0,1028.1,0.0,0.0
292,4,08:00:00,6.72,143.95,0.63,74.9,29.35,22.700000000000003,20.3,1.21,0.7,7.9,8.3,4.7,0.0,1027.6,0.0,0.0
292,4,09:00:00,12.05,129.15,0.61,65.55,28.8,18.5,19.3,1.15,1.0,12.8,11.9,7.6,0.0,1027.3,0.0,0.0
292,4,10:00:00,15.3,94.4,0.59,46.95,22.6,14.4,16.1,0.85,0.4,36.6,13.5,8.6,0.0,1026.6,0.0,0.0
292,4,11:00:00,16.71,31.2,0.28,12.05,12.75,8.5,7.4,0.5,0.3,51.1,13.3,14.4,0.0,1026.4,0.0,0.0
292,4,12:00:00,15.94,69.05,0.53,32.15,19.9,20.4,17.3,0.49,0.7,39.7,13.7,14.0,0.0,1026.4,0.0,0.0
292,4,13:00:00,13.46000000001,77.0,0.51,35.599999999999994,22.55,18.15,15.3,0.64,0.5,41.6,14.2,14.0,0.0,1025.6,0.0,0.0
292,4,14:00:00,6.93999999999,78.14999999999999,0.54,34.8,24.9,14.75,13.3,0.55,0.5,47.7,14.1,13.7,0.0,1025.4,0.0,0.0
292,4,15:00:00,2.54,75.25,0.53,31.1,27.75,14.15,12.4,0.51,0.5,54.2,12.8,10.8,0.0,1025.8,0.0,0.0
292,4,16:00:00,0.88000000001,43.1,0.41,12.75,23.65,13.7,11.7,0.56,0.5,58.2,10.7,11.5,0.0,1025.9,0.0,0.0
292,4,17:00:00,0.08999999999,52.3,0.44,12.9,32.55,17.3,13.7,0.61,0.9,45.4,9.5,13.7,0.0,1025.8,0.0,0.0
292,4,18:00:00,0.0,49.85,0.44,11.35,32.55,18.1,14.7,0.89,1.2,44.6,8.4,9.4,0.0,1026.2,0.0,0.0
292,4,19:00:00,0.0,28.05,0.35,3.6,22.55,17.15,12.9,0.9,1.1,49.6,7.2,7.2,0.0,1027.0,0.0,0.0
292,4,20:00:00,0.0,18.9,0.34,1.9,15.9,14.45,11.8,0.78,0.7,46.9,5.9,8.3,0.0,1027.0,0.0,0.0
292,4,21:00:00,0.0,26.05,0.35,4.9,18.5,15.55,13.5,0.71,0.5,41.2,5.0,8.3,0.0,1026.5,0.0,0.0
292,4,22:00:00,0.0,57.3,0.61,20.3,26.200000000000003,22.4,26.1,0.66,0.6,47.3,4.1,9.0,0.0,1026.8,0.0,0.0
292,4,23:00:00,0.0,39.75,0.49,16.599999999999998,14.4,21.65,17.5,0.62,0.6,44.9,3.6,10.4,0.0,1026.5,0.0,0.0
293,5,00:00:00,0.0,32.5,0.37,11.05,15.55,18.35,16.7,0.63,0.5,31.1,3.9,7.9,0.0,1026.3,0.0,0.0
293,5,01:00:00,0.0,23.95,0.32,6.25,14.25,16.700000000000003,15.4,0.67,0.5,31.2,3.4,9.0,0.0,1026.0,0.0,0.0
