Timestamp,Source,CAQI,Description,Main_Pollutant,Concentration
2025-06-11 19:08:01,Rzeczywiste,34.08333333333333,Dobry,O3,81.8
2025-06-11 19:09:15,Rzeczywiste,34.08333333333333,Dobry,O3,81.8
2025-06-11 19:19:02,Rzeczywiste,33.041666666666664,Dobry,O3,79.3
2025-06-11 19:21:29,Rzeczywiste,33.041666666666664,Dobry,O3,79.3
2025-06-11 19:23:34,Rzeczywiste,33.041666666666664,Dobry,O3,79.3
