Date,PkRzeszPilsu-PM2.5-1g,PkRzeszPilsu-PM10-1g,PkRzeszPilsu-CO-1g,PkRzeszPilsu-NO2-1g,PkRzeszRejta-O3-1g,PkRzeszRejta-SO2-1g,CAQI,CAQI_Opis,Predicted_CAQI,Predicted_CAQI_Desc
2025-01-12 08:00:00,3.7,4.9,0.198,10.0,51.1,1.7,21.291666666666668,Bardzo dobry,21.288208333333333,Bardzo dobry
2025-01-12 09:00:00,4.6,5.8,0.196,11.3,50.1,2.0,20.875,Bardzo dobry,20.916416666666667,Bardzo dobry
2025-01-12 10:00:00,4.8,6.2,0.215,10.3,49.4,2.1,20.58333333333333,Bardzo dobry,20.621083333333335,Bardzo dobry
2025-01-12 11:00:00,5.6,7.1,0.232,13.2,51.1,2.2,21.291666666666668,Bardzo dobry,21.283333333333335,Bardzo dobry
2025-01-12 12:00:00,6.1,7.5,0.26,16.6,49.1,2.3,20.45833333333333,Bardzo dobry,20.470375,Bardzo dobry
2025-01-12 13:00:00,6.2,7.6,0.268,13.2,50.6,2.8,21.08333333333333,Bardzo dobry,21.095125,Bardzo dobry
2025-01-12 14:00:00,6.6,8.0,0.279,15.5,50.9,2.4,21.20833333333333,Bardzo dobry,21.183333333333334,Bardzo dobry
2025-01-12 15:00:00,6.7,8.0,0.284,17.7,52.6,2.5,21.916666666666668,Bardzo dobry,21.910875,Bardzo dobry
2025-01-12 16:00:00,6.1,7.3,0.25,16.1,56.4,2.1,23.5,Bardzo dobry,23.518041666666665,Bardzo dobry
2025-01-12 17:00:00,5.8,6.9,0.236,15.4,59.3,1.7,24.70833333333333,Bardzo dobry,24.697916666666668,Bardzo dobry
2025-01-12 18:00:00,6.2,7.5,0.248,17.4,59.8,1.8,24.916666666666668,Bardzo dobry,24.914125000000002,Bardzo dobry
2025-01-12 19:00:00,2.7,3.4,0.235,11.8,48.7,1.6,20.291666666666668,Bardzo dobry,20.275,Bardzo dobry
2025-01-12 20:00:00,4.1,5.1,0.27,14.7,41.6,1.9,17.333333333333332,Bardzo dobry,17.25091666666667,Bardzo dobry
2025-01-12 21:00:00,4.7,5.7,0.251,11.6,41.7,1.9,17.375,Bardzo dobry,17.367583333333336,Bardzo dobry
2025-01-12 22:00:00,6.3,7.5,0.254,10.4,40.7,2.2,16.958333333333336,Bardzo dobry,16.904416666666666,Bardzo dobry
2025-01-12 23:00:00,6.6,7.9,0.237,10.2,40.8,2.2,16.999999999999996,Bardzo dobry,17.086333333333332,Bardzo dobry
2025-01-13 00:00:00,7.0,8.3,0.23,8.9,42.0,2.0,17.5,Bardzo dobry,17.3905,Bardzo dobry
2025-01-13 01:00:00,6.7,7.9,0.215,8.2,43.9,1.8,18.291666666666668,Bardzo dobry,18.233083333333333,Bardzo dobry
2025-01-13 02:00:00,5.0,6.0,0.193,5.9,46.9,2.0,19.541666666666668,Bardzo dobry,19.552083333333332,Bardzo dobry
2025-01-13 03:00:00,3.9,5.0,0.177,6.2,47.8,1.9,19.916666666666668,Bardzo dobry,19.922666666666665,Bardzo dobry
2025-01-13 04:00:00,3.5,4.5,0.175,7.3,48.0,1.8,20.0,Bardzo dobry,20.003458333333334,Bardzo dobry
2025-01-13 05:00:00,4.4,5.5,0.185,13.2,45.8,1.8,19.08333333333333,Bardzo dobry,19.04075,Bardzo dobry
2025-01-13 06:00:00,5.5,8.0,0.228,22.2,38.6,1.6,16.083333333333332,Bardzo dobry,15.753458333333334,Bardzo dobry
2025-01-13 07:00:00,8.6,12.0,0.317,32.4,30.8,1.7,16.2,Bardzo dobry,14.843783333333333,Bardzo dobry
2025-01-13 08:00:00,9.6,12.6,0.388,42.5,22.4,1.8,21.25,Bardzo dobry,20.72955,Bardzo dobry
2025-01-13 09:00:00,11.2,14.0,0.414,40.3,21.7,1.9,20.15,Bardzo dobry,18.67716666666667,Bardzo dobry
2025-01-13 10:00:00,10.9,13.9,0.404,36.0,26.5,2.2,18.166666666666668,Bardzo dobry,18.189,Bardzo dobry
2025-01-13 11:00:00,10.0,12.4,0.369,31.6,32.7,2.1,16.666666666666668,Bardzo dobry,16.7253,Bardzo dobry
2025-01-13 12:00:00,11.9,14.2,0.39,29.9,33.6,2.0,19.833333333333336,Bardzo dobry,19.822833333333335,Bardzo dobry
2025-01-13 13:00:00,11.4,13.7,0.401,29.4,34.5,2.3,19.0,Bardzo dobry,19.017833333333336,Bardzo dobry
2025-01-13 14:00:00,9.9,11.8,0.365,25.9,34.0,2.7,16.5,Bardzo dobry,16.663416666666667,Bardzo dobry
2025-01-13 15:00:00,9.0,10.8,0.408,29.4,31.0,3.0,15.0,Bardzo dobry,15.484366666666668,Bardzo dobry
2025-01-13 16:00:00,12.9,15.1,0.522,30.4,24.4,3.3,21.5,Bardzo dobry,21.53066666666667,Bardzo dobry
2025-01-13 17:00:00,14.9,17.7,0.402,33.6,17.0,3.3,24.833333333333336,Bardzo dobry,24.838333333333335,Bardzo dobry
2025-01-13 18:00:00,17.8,20.7,0.434,36.3,14.4,4.1,29.666666666666668,Dobry,29.705000000000002,Dobry
2025-01-13 19:00:00,24.0,27.8,0.552,35.9,13.8,4.5,40.0,Dobry,39.9945,Dobry
2025-01-13 20:00:00,24.4,28.2,0.497,31.2,18.0,3.6,40.66666666666666,Dobry,40.66733333333333,Dobry
2025-01-13 21:00:00,24.1,27.9,0.548,28.0,19.7,3.8,40.16666666666667,Dobry,40.158,Dobry
2025-01-13 22:00:00,23.2,26.8,0.482,23.7,19.7,4.1,38.66666666666666,Dobry,38.65716666666667,Dobry
2025-01-13 23:00:00,20.2,23.4,0.425,21.6,23.7,3.9,33.666666666666664,Dobry,33.60316666666667,Dobry
2025-01-14 00:00:00,18.9,21.9,0.353,15.0,26.2,3.3,31.5,Dobry,31.504166666666666,Dobry
2025-01-14 01:00:00,19.9,23.0,0.314,13.2,23.2,6.2,33.166666666666664,Dobry,33.21666666666667,Dobry
2025-01-14 02:00:00,21.7,25.1,0.306,15.7,22.4,7.4,36.16666666666666,Dobry,36.168000000000006,Dobry
2025-01-14 03:00:00,21.9,25.4,0.302,18.2,17.7,9.6,36.5,Dobry,36.475,Dobry
2025-01-14 04:00:00,23.4,27.2,0.306,20.6,23.8,10.3,39.0,Dobry,39.00033333333334,Dobry
2025-01-14 05:00:00,25.9,30.2,0.292,22.3,25.9,17.2,43.16666666666666,Dobry,43.1755,Dobry
2025-01-14 06:00:00,22.9,26.9,0.3,23.0,26.7,17.4,38.16666666666666,Dobry,38.289166666666674,Dobry
2025-01-14 07:00:00,20.2,23.7,0.385,33.4,25.8,13.6,33.666666666666664,Dobry,33.60316666666667,Dobry
2025-01-14 08:00:00,21.4,25.0,0.394,37.2,16.8,12.9,35.666666666666664,Dobry,35.675333333333334,Dobry
2025-01-14 09:00:00,32.2,37.5,0.432,32.1,17.1,8.1,52.2,Średni,52.2659,Średni
2025-01-14 10:00:00,23.6,27.5,0.373,23.2,31.7,5.9,39.333333333333336,Dobry,39.338166666666666,Dobry
2025-01-14 11:00:00,20.5,24.1,0.347,20.2,35.6,4.6,34.16666666666667,Dobry,34.16166666666667,Dobry
2025-01-14 12:00:00,19.7,24.2,0.356,21.6,41.8,4.0,32.83333333333333,Dobry,32.83716666666667,Dobry
2025-01-14 13:00:00,18.7,23.1,0.363,24.0,43.9,3.4,31.166666666666664,Dobry,31.134666666666668,Dobry
2025-01-14 14:00:00,17.5,22.0,0.361,25.0,43.0,3.5,29.166666666666668,Dobry,29.21783333333333,Dobry
2025-01-14 15:00:00,17.7,21.7,0.36,28.4,42.2,3.1,29.5,Dobry,29.502666666666666,Dobry
2025-01-14 16:00:00,26.0,31.7,0.474,38.4,34.3,3.2,43.333333333333336,Dobry,43.349333333333334,Dobry
2025-01-14 17:00:00,20.1,24.1,0.435,39.9,38.2,3.3,33.5,Dobry,33.523,Dobry
2025-01-14 18:00:00,21.5,25.9,0.384,33.4,37.2,3.2,35.833333333333336,Dobry,35.83533333333334,Dobry
2025-01-14 19:00:00,22.0,26.3,0.417,33.3,34.2,3.6,36.66666666666667,Dobry,36.66683333333333,Dobry
2025-01-14 20:00:00,19.2,23.3,0.385,25.3,38.4,3.2,32.0,Dobry,31.995833333333337,Dobry
2025-01-14 21:00:00,15.6,18.6,0.34,18.8,41.7,2.8,26.0,Dobry,26.00033333333333,Dobry
2025-01-14 22:00:00,13.9,16.6,0.307,14.3,44.5,2.5,23.166666666666668,Bardzo dobry,23.004166666666666,Bardzo dobry
2025-01-14 23:00:00,14.7,17.5,0.318,15.0,45.9,2.1,24.5,Bardzo dobry,24.48616666666667,Bardzo dobry
2025-01-15 00:00:00,13.5,16.0,0.282,12.8,46.3,2.2,22.5,Bardzo dobry,22.499,Bardzo dobry
