Date,PkRzeszPilsu-PM2.5-1g,PkRzeszPilsu-PM10-1g,PkRzeszPilsu-CO-1g,PkRzeszPilsu-NO2-1g,PkRzeszRejta-O3-1g,PkRzeszRejta-SO2-1g,CAQI,CAQI_Opis,Predicted_CAQI,Predicted_CAQI_Desc
2025-02-18 11:00:00,,,,,38.5,16.2,16.041666666666668,Bardzo dobry,16.38127,Bardzo dobry
2025-02-18 12:00:00,,,0.386,26.4,66.5,4.5,27.70833333333333,Dobry,27.8923,Dobry
2025-02-18 13:00:00,23.9,61.0,0.333,32.6,74.5,6.0,56.875,Średni,58.605663,Średni
2025-02-18 14:00:00,24.0,54.1,0.349,31.4,73.6,5.1,52.5625,Średni,53.354324,Średni
2025-02-18 15:00:00,23.1,48.4,0.353,30.5,76.5,5.0,48.4,Dobry,47.14392,Dobry
2025-02-18 16:00:00,22.1,41.0,0.396,39.4,73.9,4.5,41.0,Dobry,41.075855,Dobry
2025-02-18 17:00:00,24.0,45.5,0.377,47.2,68.9,2.6,45.5,Dobry,45.622982,Dobry
2025-02-18 18:00:00,34.6,55.2,0.543,55.1,52.5,2.8,54.6,Średni,53.705265,Średni
2025-02-18 19:00:00,31.9,50.7,0.509,51.5,43.8,5.6,51.9,Średni,52.24365,Średni
2025-02-18 20:00:00,,,,,61.0,3.8,25.416666666666668,Dobry,25.381767,Dobry
2025-02-18 21:00:00,20.3,30.5,0.369,37.2,63.2,3.1,33.833333333333336,Dobry,33.982685,Dobry
2025-02-18 22:00:00,19.3,27.0,0.332,28.7,61.4,3.4,32.16666666666667,Dobry,32.38418,Dobry
2025-02-18 23:00:00,21.6,27.9,0.325,26.3,60.6,3.3,36.0,Dobry,36.152706,Dobry
2025-02-19 00:00:00,25.5,31.4,0.352,20.5,58.9,3.7,42.5,Dobry,42.89898,Dobry
